Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分02秒   999     93946    3.00    0.00    0.00    0.00    3.00     3    110.00      0.00 2670412  118644   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分03秒   999     93946   63.00   15.00    0.00    0.00   78.00     3    210.00      0.00 2670412  118724   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分04秒   999     93946   43.00   13.00    0.00    0.00   56.00     3     11.00      0.00 2670412  118724   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分05秒   999     93946   44.00   10.00    0.00    0.00   54.00     3     11.00      0.00 2670412  118724   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分06秒   999     93946   42.00   12.00    0.00    0.00   54.00     3      1.00      0.00 2670412  118724   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分07秒   999     93946   39.00   17.00    0.00    0.00   56.00     3     69.00      0.00 2670924  118852   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分08秒   999     93946   42.00   11.00    0.00    0.00   53.00     3      0.00      0.00 2670924  118852   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分09秒   999     93946   43.00   11.00    0.00    0.00   54.00     3      0.00      0.00 2670924  118852   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分10秒   999     93946   40.00   13.00    0.00    0.00   53.00     3      0.00      0.00 2670924  118852   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分11秒   999     93946   42.00   13.00    0.00    0.00   55.00     3      0.00      0.00 2670924  118852   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分12秒   999     93946   46.00    8.00    0.00    0.00   54.00     3     23.00      0.00 2670412  118716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分13秒   999     93946   41.00   13.00    0.00    0.00   54.00     3      0.00      0.00 2670412  118716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分14秒   999     93946   38.00   16.00    0.00    0.00   54.00     3      0.00      0.00 2670412  118716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分15秒   999     93946   45.00    9.00    0.00    0.00   54.00     3      0.00      0.00 2670412  118716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分16秒   999     93946   42.00   12.00    0.00    0.00   54.00     3      0.00      0.00 2670412  118716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分17秒   999     93946   47.00    8.00    0.00    0.00   55.00     3     66.00      0.00 2670412  118844   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时34分18秒   999     93946   42.00   12.00    0.00    0.00   54.00     3     28.00      0.00 2670924  118844   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
