Linux 6.6.30+ (kylin) 	2026年07月19日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分42秒   999    102615   52.00   17.00    0.00    0.00   69.00     3   1715.00      0.00 2679084  120856   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分43秒   999    102615  182.00   31.00    0.00    0.00  213.00     3  55310.00      0.00 2712544  148812   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分44秒   999    102615  173.00   39.00    0.00    0.00  212.00     3  89651.00      0.00 2720384  157200   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分45秒   999    102615  182.00   34.00    0.00    0.00  216.00     3  84086.00      0.00 2717264  154464   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分46秒   999    102615  172.00   43.00    0.00    0.00  215.00     3  97117.00      0.00 2723408  157328   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分47秒   999    102615  176.00   38.00    0.00    0.00  214.00     3  88976.00      0.00 2718872  154632   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分48秒   999    102615  178.00   39.00    0.00    0.00  217.00     3  99588.00      0.00 2725228  158984   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分49秒   999    102615  179.00   40.00    0.00    0.00  219.00     3  91905.00      0.00 2718708  152840   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分50秒   999    102615  177.00   42.00    0.00    0.00  219.00     3  93401.00      0.00 2718744  152200   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分51秒   999    102615  179.00   39.00    0.00    0.00  218.00     3 100388.00      0.00 2722456  156180   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分52秒   999    102615  180.00   34.00    0.00    0.00  214.00     3  87782.00      0.00 2715540  155468   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分53秒   999    102615  162.00   55.00    0.00    0.00  217.00     3 103139.00      0.00 2719348  154592   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分54秒   999    102615  178.00   38.00    0.00    0.00  216.00     3  95542.00      0.00 2718980  153000   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分55秒   999    102615  177.00   38.00    0.00    0.00  215.00     3  87063.00      0.00 2719088  155608   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分56秒   999    102615  175.00   42.00    0.00    0.00  217.00     3  98158.00      0.00 2721564  156456   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分57秒   999    102615  180.00   37.00    0.00    0.00  217.00     3  88883.00      0.00 2714240  150816   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分58秒   999    102615  168.00   45.00    0.00    0.00  213.00     3  89431.00      0.00 2724424  152568   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时04分59秒   999    102615   74.00   14.00    0.00    0.00   88.00     3  34172.00      0.00 2718472  152244   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时05分00秒   999    102615    5.00    2.00    0.00    0.00    7.00     3   2074.00      0.00 2727008  158628   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时05分01秒   999    102615  171.00   49.00    0.00    0.00  220.00     3  38822.00      0.00 2769444  206412   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时05分02秒   999    102615  172.00   56.00    0.00    0.00  228.00     3  30605.00      0.00 2771568  204084   0.63  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时05分03秒   999    102615  172.00   53.00    0.00    0.00  225.00     3  27032.00      0.00 2753888  193884   0.60  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时05分04秒   999    102615  173.00   53.00    0.00    0.00  226.00     3  36303.00      0.00 2761116  200216   0.62  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时05分05秒   999    102615  169.31   55.45    0.00    0.00  224.75     3  32619.80      0.00 2760608  201476   0.62  beam.smp

