Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分51秒   999    114824    4.00    0.00    0.00    0.00    4.00     2     74.00      0.00 2669448  119988   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分52秒   999    114824   47.00   15.00    0.00    0.00   62.00     2    290.00      0.00 2670472  120508   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分53秒   999    114824   54.00   17.00    0.00    0.00   71.00     2     48.00      0.00 2669960  120296   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分54秒   999    114824   45.00   10.00    0.00    0.00   55.00     2     57.00      0.00 2669960  120296   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分55秒   999    114824   46.00    9.00    0.00    0.00   55.00     2     77.00      0.00 2669960  120296   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分56秒   999    114824   44.00   12.00    0.00    0.00   56.00     2     97.00      0.00 2669008  120160   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分57秒   999    114824   41.00   15.00    0.00    0.00   56.00     2      6.00      0.00 2669008  120160   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分58秒   999    114824   42.00   12.00    0.00    0.00   54.00     2      4.00      0.00 2669008  120160   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时05分59秒   999    114824   43.00   12.00    0.00    0.00   55.00     2      2.00      0.00 2669008  120160   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分00秒   999    114824   40.00   15.00    0.00    0.00   55.00     2      1.00      0.00 2669008  120160   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分01秒   999    114824   42.00   14.00    0.00    0.00   56.00     2     92.00      0.00 2669008  120416   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分02秒   999    114824   44.00   11.00    0.00    0.00   55.00     2     15.00      0.00 2669008  120416   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分03秒   999    114824   39.00   15.00    0.00    0.00   54.00     2      4.00      0.00 2669008  120416   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分04秒   999    114824   41.00   14.00    0.00    0.00   55.00     2     10.00      0.00 2669520  120416   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分05秒   999    114824   44.00   12.00    0.00    0.00   56.00     2     99.00      0.00 2669008  120320   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分06秒   999    114824   39.00   16.00    0.00    0.00   55.00     2    219.00      0.00 2670032  120960   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时06分07秒   999    114824   40.00   16.00    0.00    0.00   56.00     2     11.00      0.00 2670032  121088   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
