# mode=pkvm
# date=2026-06-11T09:19:32+08:00
# host=ryuu
# uname=Linux ryuu 6.6.30+ #637 SMP Wed May 13 17:04:48 CST 2026 aarch64 aarch64 aarch64 GNU/Linux
# cmdline=BOOT_IMAGE=/boot/vmlinuz-6.6.30+ root=UUID=467fea64-4de9-4c08-8333-c7c04d7423cd ro quiet splash loglevel=0 kvm-arm.mode=protected resume=UUID=e70c138a-8ad9-4744-9e30-215eb6893b22 security=kysec
# lsm=capability,kysec,box
# thp=[always] madvise never
# aslr=2
# core=0
# runs=10
# touch_divisor=10
# stride_kb=16
# warmups=1
# backing_fill=lmdd-or-dd-fsync
env,run,bench_mode,size_mb,iters,warmups,timed,touch_divisor,stride_kb,touch_bytes,touches_per_iter,total_ns,per_iter_ns,per_iter_us,per_touch_ns,sink
pkvm,1,openclose,0.5,10000,1,openclose,10,16,52428,4,26219417,2621.942,2.621942,0.000,0
pkvm,2,openclose,0.5,10000,1,openclose,10,16,52428,4,26130813,2613.081,2.613081,0.000,0
pkvm,3,openclose,0.5,10000,1,openclose,10,16,52428,4,26355463,2635.546,2.635546,0.000,0
pkvm,4,openclose,0.5,10000,1,openclose,10,16,52428,4,28029259,2802.926,2.802926,0.000,0
pkvm,5,openclose,0.5,10000,1,openclose,10,16,52428,4,25720394,2572.039,2.572039,0.000,0
pkvm,6,openclose,0.5,10000,1,openclose,10,16,52428,4,28101383,2810.138,2.810138,0.000,0
pkvm,7,openclose,0.5,10000,1,openclose,10,16,52428,4,26511730,2651.173,2.651173,0.000,0
pkvm,8,openclose,0.5,10000,1,openclose,10,16,52428,4,30574755,3057.476,3.057475,0.000,0
pkvm,9,openclose,0.5,10000,1,openclose,10,16,52428,4,26133393,2613.339,2.613339,0.000,0
pkvm,10,openclose,0.5,10000,1,openclose,10,16,52428,4,26541252,2654.125,2.654125,0.000,0
pkvm,1,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,34184500,3418.450,3.418450,0.000,0
pkvm,2,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,33206776,3320.678,3.320678,0.000,0
pkvm,3,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,39882020,3988.202,3.988202,0.000,0
pkvm,4,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,36032325,3603.233,3.603233,0.000,0
pkvm,5,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,35244569,3524.457,3.524457,0.000,0
pkvm,6,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,33489669,3348.967,3.348967,0.000,0
pkvm,7,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,39150207,3915.021,3.915021,0.000,0
pkvm,8,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,39048262,3904.826,3.904826,0.000,0
pkvm,9,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,38465976,3846.598,3.846598,0.000,0
pkvm,10,mmap_unmap,0.5,10000,1,mmap_unmap,10,16,52428,4,31588401,3158.840,3.158840,0.000,0
pkvm,1,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,639553831,63955.383,63.955383,0.000,0
pkvm,2,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,674307000,67430.700,67.430700,0.000,0
pkvm,3,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,636682512,63668.251,63.668251,0.000,0
pkvm,4,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,681676202,68167.620,68.167620,0.000,0
pkvm,5,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,636320627,63632.063,63.632063,0.000,0
pkvm,6,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,633581008,63358.101,63.358101,0.000,0
pkvm,7,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,633931560,63393.156,63.393156,0.000,0
pkvm,8,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,680808857,68080.886,68.080886,0.000,0
pkvm,9,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,684180364,68418.036,68.418036,0.000,0
pkvm,10,mmap_populate_unmap,0.5,10000,1,mmap_populate_unmap,10,16,52428,4,636870137,63687.014,63.687014,0.000,0
pkvm,1,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,98956788,9895.679,9.895679,2473.920,0
pkvm,2,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,98658696,9865.870,9.865870,2466.467,0
pkvm,3,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,124849754,12484.975,12.484975,3121.244,0
pkvm,4,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,99841461,9984.146,9.984146,2496.037,0
pkvm,5,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,93886814,9388.681,9.388681,2347.170,0
pkvm,6,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,98348524,9834.852,9.834852,2458.713,0
pkvm,7,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,121651093,12165.109,12.165109,3041.277,0
pkvm,8,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,102829517,10282.952,10.282952,2570.738,0
pkvm,9,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,98792747,9879.275,9.879275,2469.819,0
pkvm,10,mmap_write_touch_unmap,0.5,10000,1,mmap_write_touch_unmap,10,16,52428,4,119618720,11961.872,11.961872,2990.468,0
pkvm,1,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,112356230,11235.623,11.235623,2808.906,0
pkvm,2,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,138195350,13819.535,13.819535,3454.884,0
pkvm,3,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,148084597,14808.460,14.808460,3702.115,0
pkvm,4,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,112393172,11239.317,11.239317,2809.829,0
pkvm,5,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,110544414,11054.441,11.054441,2763.610,0
pkvm,6,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,109467803,10946.780,10.946780,2736.695,0
pkvm,7,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,134444967,13444.497,13.444497,3361.124,0
pkvm,8,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,115760431,11576.043,11.576043,2894.011,0
pkvm,9,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,142999276,14299.928,14.299928,3574.982,0
pkvm,10,mmap_read_touch_unmap,0.5,10000,1,mmap_read_touch_unmap,10,16,52428,4,111478055,11147.806,11.147806,2786.951,0
pkvm,1,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,44212328,4421.233,4.421233,1105.308,0
pkvm,2,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,41559075,4155.908,4.155908,1038.977,0
pkvm,3,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,46515235,4651.524,4.651524,1162.881,0
pkvm,4,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,41320268,4132.027,4.132027,1033.007,0
pkvm,5,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,54245905,5424.591,5.424590,1356.148,0
pkvm,6,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,44417928,4441.793,4.441793,1110.448,0
pkvm,7,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,34140818,3414.082,3.414082,853.520,0
pkvm,8,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,33830844,3383.084,3.383084,845.771,0
pkvm,9,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,34316416,3431.642,3.431642,857.910,0
pkvm,10,write_touch_cold,0.5,10000,1,write_touch_cold,10,16,52428,4,33591699,3359.170,3.359170,839.792,0
pkvm,1,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,28961627,2896.163,2.896163,724.041,0
pkvm,2,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,30050559,3005.056,3.005056,751.264,0
pkvm,3,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,28996229,2899.623,2.899623,724.906,0
pkvm,4,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,30717063,3071.706,3.071706,767.927,0
pkvm,5,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,29011586,2901.159,2.901159,725.290,0
pkvm,6,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,31157510,3115.751,3.115751,778.938,0
pkvm,7,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,28936393,2893.639,2.893639,723.410,0
pkvm,8,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,29143081,2914.308,2.914308,728.577,0
pkvm,9,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,28917227,2891.723,2.891723,722.931,0
pkvm,10,read_touch_cold,0.5,10000,1,read_touch_cold,10,16,52428,4,28790624,2879.062,2.879062,719.766,0
pkvm,1,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47562,4.756,0.004756,1.189,0
pkvm,2,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47501,4.750,0.004750,1.188,0
pkvm,3,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47502,4.750,0.004750,1.188,0
pkvm,4,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47482,4.748,0.004748,1.187,0
pkvm,5,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47501,4.750,0.004750,1.188,0
pkvm,6,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47502,4.750,0.004750,1.188,0
pkvm,7,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47522,4.752,0.004752,1.188,0
pkvm,8,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47481,4.748,0.004748,1.187,0
pkvm,9,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47482,4.748,0.004748,1.187,0
pkvm,10,write_touch_hot,0.5,10000,1,write_touch_hot,10,16,52428,4,47482,4.748,0.004748,1.187,0
pkvm,1,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84362,8.436,0.008436,2.109,0
pkvm,2,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84363,8.436,0.008436,2.109,0
pkvm,3,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84383,8.438,0.008438,2.110,0
pkvm,4,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84303,8.430,0.008430,2.108,0
pkvm,5,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84323,8.432,0.008432,2.108,0
pkvm,6,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84323,8.432,0.008432,2.108,0
pkvm,7,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84343,8.434,0.008434,2.109,0
pkvm,8,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84343,8.434,0.008434,2.109,0
pkvm,9,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84343,8.434,0.008434,2.109,0
pkvm,10,read_touch_hot,0.5,10000,1,read_touch_hot,10,16,52428,4,84363,8.436,0.008436,2.109,0
pkvm,1,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,15706454,1570.645,1.570645,0.000,0
pkvm,2,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,22635162,2263.516,2.263516,0.000,0
pkvm,3,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,15336740,1533.674,1.533674,0.000,0
pkvm,4,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,15360449,1536.045,1.536045,0.000,0
pkvm,5,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,21480890,2148.089,2.148089,0.000,0
pkvm,6,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,17434958,1743.496,1.743496,0.000,0
pkvm,7,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,15664998,1566.500,1.566500,0.000,0
pkvm,8,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,15773284,1577.328,1.577328,0.000,0
pkvm,9,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,17234605,1723.460,1.723460,0.000,0
pkvm,10,munmap_after_no_touch,0.5,10000,1,munmap_after_no_touch,10,16,52428,4,18739452,1873.945,1.873945,0.000,0
pkvm,1,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,45709532,4570.953,4.570953,0.000,0
pkvm,2,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,42412894,4241.289,4.241289,0.000,0
pkvm,3,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,55148991,5514.899,5.514899,0.000,0
pkvm,4,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,44866510,4486.651,4.486651,0.000,0
pkvm,5,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,45096895,4509.690,4.509690,0.000,0
pkvm,6,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,46441085,4644.109,4.644109,0.000,0
pkvm,7,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,43657942,4365.794,4.365794,0.000,0
pkvm,8,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,44705752,4470.575,4.470575,0.000,0
pkvm,9,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,41794243,4179.424,4.179424,0.000,0
pkvm,10,munmap_after_write_touch,0.5,10000,1,munmap_after_write_touch,10,16,52428,4,46925997,4692.600,4.692600,0.000,0
pkvm,1,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,59036718,5903.672,5.903672,0.000,0
pkvm,2,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,68994373,6899.437,6.899437,0.000,0
pkvm,3,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,66804162,6680.416,6.680416,0.000,0
pkvm,4,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,59355848,5935.585,5.935585,0.000,0
pkvm,5,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,69213507,6921.351,6.921351,0.000,0
pkvm,6,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,79086949,7908.695,7.908695,0.000,0
pkvm,7,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,64809783,6480.978,6.480978,0.000,0
pkvm,8,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,62075701,6207.570,6.207570,0.000,0
pkvm,9,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,77218863,7721.886,7.721886,0.000,0
pkvm,10,munmap_after_read_touch,0.5,10000,1,munmap_after_read_touch,10,16,52428,4,78868268,7886.827,7.886827,0.000,0
pkvm,1,openclose,1,8000,1,openclose,10,16,104857,7,24950218,3118.777,3.118777,0.000,0
pkvm,2,openclose,1,8000,1,openclose,10,16,104857,7,20817726,2602.216,2.602216,0.000,0
pkvm,3,openclose,1,8000,1,openclose,10,16,104857,7,21726236,2715.780,2.715780,0.000,0
pkvm,4,openclose,1,8000,1,openclose,10,16,104857,7,23011976,2876.497,2.876497,0.000,0
pkvm,5,openclose,1,8000,1,openclose,10,16,104857,7,23091960,2886.495,2.886495,0.000,0
pkvm,6,openclose,1,8000,1,openclose,10,16,104857,7,21520529,2690.066,2.690066,0.000,0
pkvm,7,openclose,1,8000,1,openclose,10,16,104857,7,21698714,2712.339,2.712339,0.000,0
pkvm,8,openclose,1,8000,1,openclose,10,16,104857,7,20947070,2618.384,2.618384,0.000,0
pkvm,9,openclose,1,8000,1,openclose,10,16,104857,7,24925098,3115.637,3.115637,0.000,0
pkvm,10,openclose,1,8000,1,openclose,10,16,104857,7,21856439,2732.055,2.732055,0.000,0
pkvm,1,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,25067070,3133.384,3.133384,0.000,0
pkvm,2,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,34459436,4307.430,4.307430,0.000,0
pkvm,3,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,25066543,3133.318,3.133318,0.000,0
pkvm,4,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,34534719,4316.840,4.316840,0.000,0
pkvm,5,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,26744316,3343.039,3.343039,0.000,0
pkvm,6,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,28807320,3600.915,3.600915,0.000,0
pkvm,7,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,34477777,4309.722,4.309722,0.000,0
pkvm,8,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,23773823,2971.728,2.971728,0.000,0
pkvm,9,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,36631585,4578.948,4.578948,0.000,0
pkvm,10,mmap_unmap,1,8000,1,mmap_unmap,10,16,104857,7,28126699,3515.837,3.515837,0.000,0
pkvm,1,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,986459597,123307.450,123.307450,0.000,0
pkvm,2,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,976141038,122017.630,122.017630,0.000,0
pkvm,3,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,1022835700,127854.462,127.854462,0.000,0
pkvm,4,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,976045051,122005.631,122.005631,0.000,0
pkvm,5,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,1022045795,127755.724,127.755724,0.000,0
pkvm,6,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,977771819,122221.477,122.221477,0.000,0
pkvm,7,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,1018240556,127280.069,127.280069,0.000,0
pkvm,8,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,975123629,121890.454,121.890454,0.000,0
pkvm,9,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,1028294780,128536.848,128.536847,0.000,0
pkvm,10,mmap_populate_unmap,1,8000,1,mmap_populate_unmap,10,16,104857,7,977906950,122238.369,122.238369,0.000,0
pkvm,1,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,140723513,17590.439,17.590439,2512.920,0
pkvm,2,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,141733659,17716.707,17.716707,2530.958,0
pkvm,3,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,119840216,14980.027,14.980027,2140.004,0
pkvm,4,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,120065361,15008.170,15.008170,2144.024,0
pkvm,5,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,141383571,17672.946,17.672946,2524.707,0
pkvm,6,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,120443371,15055.421,15.055421,2150.774,0
pkvm,7,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,140390071,17548.759,17.548759,2506.966,0
pkvm,8,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,134493667,16811.708,16.811708,2401.673,0
pkvm,9,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,122342731,15292.841,15.292841,2184.692,0
pkvm,10,mmap_write_touch_unmap,1,8000,1,mmap_write_touch_unmap,10,16,104857,7,127750643,15968.830,15.968830,2281.261,0
pkvm,1,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,127394015,15924.252,15.924252,2274.893,0
pkvm,2,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,169167629,21145.954,21.145954,3020.851,0
pkvm,3,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,139790726,17473.841,17.473841,2496.263,0
pkvm,4,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,143781177,17972.647,17.972647,2567.521,0
pkvm,5,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,157483444,19685.430,19.685430,2812.204,0
pkvm,6,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,177865168,22233.146,22.233146,3176.164,0
pkvm,7,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,158387065,19798.383,19.798383,2828.340,0
pkvm,8,mmap_read_touch_unmap,1,8000,1,mmap_read_touch_unmap,10,16,104857,7,187900247,23487.531,23.487531,3355.362,0
