Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分15秒   999     96202    3.00    2.00    0.00    0.00    5.00     1     73.00      0.00 2670336  117592   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分16秒   999     96202  236.00   61.00    0.00    0.00  297.00     1  65152.00      0.00 2726732  156848   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分17秒   999     96202  260.00  112.00    0.00    0.00  372.00     1  26429.00      0.00 2726288  158344   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分18秒   999     96202  257.00  111.00    0.00    0.00  368.00     1   4691.00      0.00 2724816  157636   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分19秒   999     96202  260.00  110.00    0.00    0.00  370.00     1   3707.00      0.00 2723328  157428   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分20秒   999     96202  263.00  109.00    0.00    0.00  372.00     1   3463.00      0.00 2723108  157652   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分21秒   999     96202  258.00  113.00    0.00    0.00  371.00     1   2530.00      0.00 2723380  157844   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分22秒   999     96202  255.00  114.00    0.00    0.00  369.00     1   1621.00      0.00 2722772  157092   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分23秒   999     96202  259.00  106.00    0.00    0.00  365.00     1    978.00      0.00 2722724  157736   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分24秒   999     96202  252.00  109.00    0.00    0.00  361.00     1    893.00      0.00 2722724  158096   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分25秒   999     96202  258.00  103.00    0.00    0.00  361.00     1    497.00      0.00 2722580  157980   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分26秒   999     96202  259.00  101.00    0.00    0.00  360.00     1    754.00      0.00 2722068  157320   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分27秒   999     96202  255.00  102.00    0.00    0.00  357.00     1    378.00      0.00 2721556  157024   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分28秒   999     96202  252.00  106.00    0.00    0.00  358.00     1    361.00      0.00 2722068  156944   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分29秒   999     96202  245.00  117.00    0.00    0.00  362.00     1    574.00      0.00 2722068  157652   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分30秒   999     96202  253.00  114.00    0.00    0.00  367.00     1    822.00      0.00 2723092  158540   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时21分31秒   999     96202  264.00  101.00    0.00    0.00  365.00     1    359.00      0.00 2722580  157620   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
