env,core,iter,bench,variant,value,unit
pkvm-guest-np-smoke,0,1,lat_syscall,null,0.0886,us
pkvm-guest-np-smoke,0,1,lat_syscall,read,0.1449,us
pkvm-guest-np-smoke,0,1,lat_syscall,write,0.1243,us
pkvm-guest-np-smoke,0,1,lat_syscall,stat,0.8646,us
pkvm-guest-np-smoke,0,1,lat_syscall,fstat,0.2004,us
pkvm-guest-np-smoke,0,1,lat_syscall,open,1.4844,us
pkvm-guest-np-smoke,0,1,lat_select,file_n10,0.2578,us
pkvm-guest-np-smoke,0,1,lat_select,file_n100,1.1798,us
pkvm-guest-np-smoke,0,1,lat_select,file_n250,3.1978,us
pkvm-guest-np-smoke,0,1,lat_select,file_n500,5.3109,us
pkvm-guest-np-smoke,0,1,lat_select,tcp_n10,0.2925,us
pkvm-guest-np-smoke,0,1,lat_select,tcp_n100,2.8180,us
pkvm-guest-np-smoke,0,1,lat_select,tcp_n250,6.9874,us
pkvm-guest-np-smoke,0,1,lat_select,tcp_n500,14.1693,us
pkvm-guest-np-smoke,0,1,lat_sig,install,0.1266,us
pkvm-guest-np-smoke,0,1,lat_sig,catch,0.8046,us
pkvm-guest-np-smoke,0,1,lat_sig,prot,0.1289,us
pkvm-guest-np-smoke,0,1,lat_pipe,rt,4.7174,us
pkvm-guest-np-smoke,0,1,lat_unix,rt,8.4110,us
pkvm-guest-np-smoke,0,1,lat_proc,fork,144.7179,us
pkvm-guest-np-smoke,0,1,lat_proc,exec,352.2000,us
pkvm-guest-np-smoke,0,1,lat_proc,shell,733.0000,us
pkvm-guest-np-smoke,0,1,lat_ops,integer_bit,0.34,ns
pkvm-guest-np-smoke,0,1,lat_ops,integer_add,0.24,ns
pkvm-guest-np-smoke,0,1,lat_ops,integer_mul,0.97,ns
pkvm-guest-np-smoke,0,1,lat_ops,integer_div,3.82,ns
pkvm-guest-np-smoke,0,1,lat_ops,integer_mod,3.96,ns
pkvm-guest-np-smoke,0,1,lat_ops,int64_bit,0.34,ns
pkvm-guest-np-smoke,0,1,lat_ops,uint64_add,0.24,ns
pkvm-guest-np-smoke,0,1,lat_ops,int64_mul,1.95,ns
pkvm-guest-np-smoke,0,1,lat_ops,int64_div,3.10,ns
pkvm-guest-np-smoke,0,1,lat_ops,int64_mod,4.92,ns
pkvm-guest-np-smoke,0,1,lat_ops,float_add,0.96,ns
pkvm-guest-np-smoke,0,1,lat_ops,float_mul,1.43,ns
pkvm-guest-np-smoke,0,1,lat_ops,float_div,3.82,ns
pkvm-guest-np-smoke,0,1,lat_ops,double_add,0.96,ns
pkvm-guest-np-smoke,0,1,lat_ops,double_mul,1.43,ns
pkvm-guest-np-smoke,0,1,lat_ops,double_div,5.74,ns
pkvm-guest-np-smoke,0,1,lat_ops,float_bogomflops,1.24,ns
pkvm-guest-np-smoke,0,1,lat_ops,double_bogomflops,2.41,ns
pkvm-guest-np-smoke,0,1,par_ops,integer_bit,2.78,parallel
pkvm-guest-np-smoke,0,1,par_ops,integer_add,1.69,parallel
pkvm-guest-np-smoke,0,1,par_ops,integer_mul,2.10,parallel
pkvm-guest-np-smoke,0,1,par_ops,integer_div,1.00,parallel
pkvm-guest-np-smoke,0,1,par_ops,integer_mod,1.28,parallel
pkvm-guest-np-smoke,0,1,par_ops,int64_bit,1.91,parallel
pkvm-guest-np-smoke,0,1,par_ops,int64_add,1.57,parallel
pkvm-guest-np-smoke,0,1,par_ops,int64_mul,1.38,parallel
pkvm-guest-np-smoke,0,1,par_ops,int64_div,1.00,parallel
pkvm-guest-np-smoke,0,1,par_ops,int64_mod,1.67,parallel
