Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分49秒   999     98274    3.00    1.00    0.00    0.00    4.00     1     31.00      0.00 2671324  118948   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分50秒   999     98274   58.00   19.00    0.00    0.00   77.00     1     51.00      0.00 2671324  118940   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分51秒   999     98274   44.00   10.00    0.00    0.00   54.00     1      0.00      0.00 2671324  118940   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分52秒   999     98274   43.00    9.00    0.00    0.00   52.00     1      0.00      0.00 2671324  118940   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分53秒   999     98274   40.00   14.00    0.00    0.00   54.00     1      0.00      0.00 2671324  118940   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分54秒   999     98274   42.00   11.00    0.00    0.00   53.00     1     46.00      0.00 2671836  118940   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分55秒   999     98274   43.00   10.00    0.00    0.00   53.00     1     68.00      0.00 2671836  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分56秒   999     98274   43.00   10.00    0.00    0.00   53.00     1     13.00      0.00 2671836  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分57秒   999     98274   42.00   12.00    0.00    0.00   54.00     1     23.00      0.00 2671836  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分58秒   999     98274   39.00   13.00    0.00    0.00   52.00     1     17.00      0.00 2671836  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时27分59秒   999     98274   43.00   11.00    0.00    0.00   54.00     1      2.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时28分00秒   999     98274   39.00   14.00    0.00    0.00   53.00     1      0.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时28分01秒   999     98274   41.00   13.00    0.00    0.00   54.00     1      0.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时28分02秒   999     98274   44.00    9.00    0.00    0.00   53.00     1      0.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时28分03秒   999     98274   43.00   10.00    0.00    0.00   53.00     1      0.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时28分04秒   999     98274   44.00   10.00    0.00    0.00   54.00     1      2.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时28分05秒   999     98274   39.00   15.00    0.00    0.00   54.00     1      0.00      0.00 2671324  119020   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
