Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分48秒   999     55776    3.00    1.00    0.00    0.00    4.00     1    463.00      0.00 2670120  118300   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分49秒   999     55776  197.00   54.00    0.00    0.00  251.00     1  43781.00      0.00 2732892  161868   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分50秒   999     55776  237.00  108.00    0.00    0.00  345.00     1  10671.00      0.00 2731528  162628   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分51秒   999     55776  225.00  114.00    0.00    0.00  339.00     1   7049.00      0.00 2731672  162336   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分52秒   999     55776  229.00  104.00    0.00    0.00  333.00     1   8370.00      0.00 2726480  161240   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分53秒   999     55776  227.00  114.00    0.00    0.00  341.00     1   5872.00      0.00 2727696  161680   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分54秒   999     55776  216.00  120.00    0.00    0.00  336.00     1   4081.00      0.00 2725724  161224   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分55秒   999     55776  223.00  111.00    0.00    0.00  334.00     1   5506.00      0.00 2724988  160484   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分56秒   999     55776  223.00  107.00    0.00    0.00  330.00     1   4283.00      0.00 2724988  160684   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分57秒   999     55776  228.00  106.00    0.00    0.00  334.00     1   3172.00      0.00 2725724  161352   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分58秒   999     55776  230.00  101.00    0.00    0.00  331.00     1   3155.00      0.00 2725212  161384   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时24分59秒   999     55776  224.00  107.00    0.00    0.00  331.00     1   2861.00      0.00 2725580  161296   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时25分00秒   999     55776  228.00  105.00    0.00    0.00  333.00     1   2434.00      0.00 2726092  162328   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时25分01秒   999     55776  212.00  115.00    0.00    0.00  327.00     1   2462.00      0.00 2726604  161376   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时25分02秒   999     55776  214.00  116.00    0.00    0.00  330.00     1   2751.00      0.00 2726604  161592   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时25分03秒   999     55776  212.00  118.00    0.00    0.00  330.00     1   2340.00      0.00 2726860  162356   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时25分04秒   999     55776  229.00  105.00    0.00    0.00  334.00     1   2417.00      0.00 2725692  161652   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
