Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分47秒   999     65213    5.00    0.00    0.00    0.00    5.00     0    174.00      0.00 2671172  121056   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分48秒   999     65213  209.00   84.00    0.00    0.00  293.00     0  24797.00      0.00 2717676  155600   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分49秒   999     65213  235.00   98.00    0.00    0.00  333.00     0   6442.00      0.00 2715784  154744   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分50秒   999     65213  209.00  117.00    0.00    0.00  326.00     0   6268.00      0.00 2715160  154648   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分51秒   999     65213  229.00   93.00    0.00    0.00  322.00     0   3930.00      0.00 2715304  154000   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分52秒   999     65213  218.00  100.00    0.00    0.00  318.00     0   2825.00      0.00 2714792  154452   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分53秒   999     65213  210.00  112.00    0.00    0.00  322.00     0   2749.00      0.00 2715072  155708   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分54秒   999     65213  214.00  103.00    0.00    0.00  317.00     0   1937.00      0.00 2715952  156136   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分55秒   999     65213  216.00  100.00    0.00    0.00  316.00     0   2141.00      0.00 2716736  157000   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分56秒   999     65213  214.00  101.00    0.00    0.00  315.00     0   1387.00      0.00 2716224  156500   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分57秒   999     65213  220.00   99.00    0.00    0.00  319.00     0    822.00      0.00 2715200  156004   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分58秒   999     65213  208.00  108.00    0.00    0.00  316.00     0   1776.00      0.00 2716736  157424   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时43分59秒   999     65213  217.00  101.00    0.00    0.00  318.00     0    806.00      0.00 2715056  156276   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时44分00秒   999     65213  217.00  101.00    0.00    0.00  318.00     0    912.00      0.00 2716592  157516   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时44分01秒   999     65213  214.00  104.00    0.00    0.00  318.00     0    582.00      0.00 2715056  156728   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时44分02秒   999     65213  208.00  110.00    0.00    0.00  318.00     0    630.00      0.00 2715056  156628   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时44分03秒   999     65213  207.00  108.00    0.00    0.00  315.00     0    905.00      0.00 2716592  157236   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
