Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分35秒   999     63131   31.00   14.00    0.00    0.00   45.00     0   1154.00      0.00 2676616  122648   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分36秒   999     63131  217.00   83.00    0.00    0.00  300.00     0  24916.00      0.00 2716060  151208   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分37秒   999     63131  226.00  106.00    0.00    0.00  332.00     0  12837.00      0.00 2715176  151624   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分38秒   999     63131  214.00  110.00    0.00    0.00  324.00     0   8644.00      0.00 2715084  152176   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分39秒   999     63131  224.00   99.00    0.00    0.00  323.00     0   7002.00      0.00 2715596  152064   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分40秒   999     63131  226.00  104.00    0.00    0.00  330.00     0   6457.00      0.00 2714940  153204   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分41秒   999     63131  229.00   95.00    0.00    0.00  324.00     0   5954.00      0.00 2716332  153096   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分42秒   999     63131  221.00  108.00    0.00    0.00  329.00     0   4587.00      0.00 2715164  152996   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分43秒   999     63131  230.00   95.00    0.00    0.00  325.00     0   3616.00      0.00 2716092  153652   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分44秒   999     63131  232.00   90.00    0.00    0.00  322.00     0   2974.00      0.00 2715484  153676   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分45秒   999     63131  216.00  105.00    0.00    0.00  321.00     0   3082.00      0.00 2715340  153516   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分46秒   999     63131  218.00  107.00    0.00    0.00  325.00     0   2812.00      0.00 2715612  153484   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分47秒   999     63131  213.00  106.00    0.00    0.00  319.00     0   2069.00      0.00 2715612  154220   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分48秒   999     63131  229.00   92.00    0.00    0.00  321.00     0   2307.00      0.00 2715100  154188   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分49秒   999     63131  218.00  103.00    0.00    0.00  321.00     0   1933.00      0.00 2714588  153260   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分50秒   999     63131  224.00   98.00    0.00    0.00  322.00     0   1914.00      0.00 2716396  155148   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01时35分51秒   999     63131  215.00  103.00    0.00    0.00  318.00     0    820.00      0.00 2714860  154844   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
