Linux 6.6.30+ (kylin) 	2026年07月19日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分51秒   999    112470   55.00   15.00    0.00    0.00   70.00     1   1607.00      0.00 2677468  126868   0.39  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分52秒   999    112470  181.00   34.00    0.00    0.00  215.00     1  54060.00      0.00 2705844  147852   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分53秒   999    112470  170.00   40.00    0.00    0.00  210.00     1  79766.00      0.00 2720088  159444   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分54秒   999    112470  164.00   43.00    0.00    0.00  207.00     1  82429.00      0.00 2725440  162644   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分55秒   999    112470  159.00   45.00    0.00    0.00  204.00     1  79162.00      0.00 2723416  161772   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分56秒   999    112470  164.00   44.00    0.00    0.00  208.00     1  89143.00      0.00 2725632  164656   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分57秒   999    112470  158.00   44.00    0.00    0.00  202.00     1  84236.00      0.00 2721400  161396   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分58秒   999    112470  166.00   38.00    0.00    0.00  204.00     1  82021.00      0.00 2717436  159200   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时12分59秒   999    112470  159.00   42.00    0.00    0.00  201.00     1  81478.00      0.00 2725032  162436   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分00秒   999    112470  166.00   44.00    0.00    0.00  210.00     1  84554.00      0.00 2721588  159772   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分01秒   999    112470  166.00   40.00    0.00    0.00  206.00     1  87479.00      0.00 2721616  159884   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分02秒   999    112470  167.00   42.00    0.00    0.00  209.00     1  84949.00      0.00 2723444  160120   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分03秒   999    112470  170.00   35.00    0.00    0.00  205.00     1  91956.00      0.00 2723776  164536   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分04秒   999    112470  160.00   46.00    0.00    0.00  206.00     1  92871.00      0.00 2724460  162300   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分05秒   999    112470  168.00   39.00    0.00    0.00  207.00     1  91486.00      0.00 2721776  164656   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分06秒   999    112470  165.00   39.00    0.00    0.00  204.00     1  79186.00      0.00 2733572  170516   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时13分07秒   999    112470  169.00   38.00    0.00    0.00  207.00     1  75619.00      0.00 2720340  161220   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
