Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分04秒   999    131705    3.00    1.00    0.00    0.00    4.00     2    124.00      0.00 2667576  114832   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分05秒   999    131705   45.00   12.00    0.00    0.00   57.00     2    222.00      0.00 2668600  115472   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分06秒   999    131705   56.00   17.00    0.00    0.00   73.00     2    213.00      0.00 2668600  115880   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分07秒   999    131705   44.00   11.00    0.00    0.00   55.00     2      2.00      0.00 2668088  115336   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分08秒   999    131705   41.00   13.00    0.00    0.00   54.00     2      0.00      0.00 2668088  115336   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分09秒   999    131705   43.00   13.00    0.00    0.00   56.00     2     85.00      0.00 2668600  115464   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分10秒   999    131705   42.00   13.00    0.00    0.00   55.00     2      0.00      0.00 2668600  115464   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分11秒   999    131705   41.00   13.00    0.00    0.00   54.00     2      0.00      0.00 2668600  115464   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分12秒   999    131705   46.00    9.00    0.00    0.00   55.00     2      0.00      0.00 2668600  115464   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分13秒   999    131705   43.00   12.00    0.00    0.00   55.00     2      0.00      0.00 2668600  115464   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分14秒   999    131705   46.00   10.00    0.00    0.00   56.00     2    135.00      0.00 2669112  115976   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分15秒   999    131705   43.00   12.00    0.00    0.00   55.00     2     15.00      0.00 2669112  115976   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分16秒   999    131705   46.00    8.00    0.00    0.00   54.00     2      0.00      0.00 2669112  115976   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分17秒   999    131705   37.00   17.00    0.00    0.00   54.00     2      0.00      0.00 2669112  115976   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分18秒   999    131705   37.00   17.00    0.00    0.00   54.00     2     14.00      0.00 2669112  116104   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分19秒   999    131705   40.00   15.00    0.00    0.00   55.00     2     26.00      0.00 2669112  116044   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时17分20秒   999    131705   44.55    9.90    0.00    0.00   54.46     2     33.66      0.00 2669624  116044   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
