env,core,iter,bench,variant,value,unit
n90-v10-vhe-mmap,0,1,lat_mmap,sz0.524288MB,9.095,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz1.048576MB,12,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz2.097152MB,19,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz4.194304MB,32,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz8.388608MB,58,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz16.777216MB,110,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz33.554432MB,216,us
n90-v10-vhe-mmap,0,1,lat_mmap,sz67.108864MB,429,us
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.000512,25556.47,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.001024,20405.36,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.002048,21126.31,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.004096,21517.78,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.008192,21716.84,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.016384,21815.59,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.032768,21871.11,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.065536,21793.56,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.131072,21278.08,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.262144,21302.47,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz0.524288,21272.97,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz1.05,21260.05,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz2.10,21263.90,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz4.19,21208.07,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz8.39,16352.06,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz16.78,15726.18,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz33.55,15691.86,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd,sz67.11,15913.89,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.000512,81.79,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.001024,162.45,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.002048,314.25,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.004096,643.79,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.008192,1132.76,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.016384,2024.75,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.032768,3187.92,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.065536,4630.13,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.131072,5699.83,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.262144,6538.20,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz0.524288,7254.30,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz1.05,7816.86,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz2.10,8350.43,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz4.19,7467.16,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz8.39,6840.03,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz16.78,6740.54,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz33.55,6639.18,MB/s
n90-v10-vhe-mmap,0,1,bw_mmap_rd_o2c,sz67.11,6359.82,MB/s
n90-v10-vhe-mmap,0,10,lat_mmap,sz0.524288MB,8.982,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz1.048576MB,12,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz2.097152MB,19,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz4.194304MB,32,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz8.388608MB,59,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz16.777216MB,110,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz33.554432MB,215,us
n90-v10-vhe-mmap,0,10,lat_mmap,sz67.108864MB,428,us
n90-v10-vhe-mmap,0,10,bw_mmap_rd,sz0.000512,25570.40,MB/s
n90-v10-vhe-mmap,0,10,bw_mmap_rd,sz0.001024,20411.83,MB/s
n90-v10-vhe-mmap,0,10,bw_mmap_rd,sz0.002048,21118.12,MB/s
n90-v10-vhe-mmap,0,10,bw_mmap_rd,sz0.004096,21517.78,MB/s
n90-v10-vhe-mmap,0,10,bw_mmap_rd,sz0.008192,21715.68,MB/s
