Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分12秒   999    103125   33.00   10.00    0.00    0.00   43.00     2   1699.00      0.00 2677964  122596   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分13秒   999    103125  252.00   87.00    0.00    0.00  339.00     2  42832.00      0.00 2729892  159560   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分14秒   999    103125  271.00  105.00    0.00    0.00  376.00     2  15656.00      0.00 2724748  156928   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分15秒   999    103125  257.00  114.00    0.00    0.00  371.00     2   3877.00      0.00 2724380  156544   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分16秒   999    103125  264.00  103.00    0.00    0.00  367.00     2   4143.00      0.00 2723948  156976   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分17秒   999    103125  266.00  106.00    0.00    0.00  372.00     2   2408.00      0.00 2724148  157468   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分18秒   999    103125  263.00  106.00    0.00    0.00  369.00     2    966.00      0.00 2723636  157172   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分19秒   999    103125  254.00  112.00    0.00    0.00  366.00     2   1815.00      0.00 2724420  157572   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分20秒   999    103125  259.00  106.00    0.00    0.00  365.00     2    843.00      0.00 2724420  158036   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分21秒   999    103125  269.00  101.00    0.00    0.00  370.00     2   1311.00      0.00 2724420  157536   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分22秒   999    103125  271.00  104.00    0.00    0.00  375.00     2   1834.00      0.00 2723908  156872   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分23秒   999    103125  256.00  113.00    0.00    0.00  369.00     2   2055.00      0.00 2724932  157876   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分24秒   999    103125  258.00  112.00    0.00    0.00  370.00     2   1587.00      0.00 2724692  158228   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分25秒   999    103125  260.00  111.00    0.00    0.00  371.00     2   1485.00      0.00 2724548  157588   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分26秒   999    103125  257.00  112.00    0.00    0.00  369.00     2   1085.00      0.00 2725060  158104   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分27秒   999    103125  259.00  110.00    0.00    0.00  369.00     2    866.00      0.00 2724964  158512   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时28分28秒   999    103125  267.00  106.00    0.00    0.00  373.00     2    719.00      0.00 2723548  157556   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
