Linux 6.6.30+ (kylin) 	2026年07月20日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时35分58秒   999     99610   52.00   16.00    0.00    0.00   68.00     0   1084.00      0.00 2676248  122360   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时35分59秒   999     99610  176.00   37.00    0.00    0.00  213.00     0  58879.00      0.00 2712708  152248   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分00秒   999     99610  177.00   42.00    0.00    0.00  219.00     0  99798.00      0.00 2718092  156028   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分01秒   999     99610  176.00   40.00    0.00    0.00  216.00     0  93881.00      0.00 2720368  155428   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分02秒   999     99610  171.00   47.00    0.00    0.00  218.00     0  93037.00      0.00 2720784  156656   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分03秒   999     99610  182.00   40.00    0.00    0.00  222.00     0  98058.00      0.00 2719764  158328   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分04秒   999     99610  175.00   42.00    0.00    0.00  217.00     0  94457.00      0.00 2722124  158328   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分05秒   999     99610  182.00   41.00    0.00    0.00  223.00     0  97285.00      0.00 2717872  157784   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分06秒   999     99610  172.00   43.00    0.00    0.00  215.00     0  90442.00      0.00 2720640  158896   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分07秒   999     99610  178.00   38.00    0.00    0.00  216.00     0  94008.00      0.00 2716000  156812   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分08秒   999     99610  175.00   43.00    0.00    0.00  218.00     0  89653.00      0.00 2718972  158364   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分09秒   999     99610  188.00   34.00    0.00    0.00  222.00     0  88813.00      0.00 2716056  153788   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分10秒   999     99610  178.00   40.00    0.00    0.00  218.00     0  90413.00      0.00 2718988  155768   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分11秒   999     99610  180.00   35.00    0.00    0.00  215.00     0  91353.00      0.00 2723560  161528   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分12秒   999     99610  176.00   37.00    0.00    0.00  213.00     0  93318.00      0.00 2718252  156216   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分13秒   999     99610  173.00   40.00    0.00    0.00  213.00     0  92591.00      0.00 2715544  155836   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时36分14秒   999     99610  176.00   40.00    0.00    0.00  216.00     0  85134.00      0.00 2723752  158192   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
