Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分45秒   999    104332   23.00    7.00    0.00    0.00   30.00     1   1027.00      0.00 2677780  122728   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分46秒   999    104332  235.00   75.00    0.00    0.00  310.00     1  45060.00      0.00 2716948  156140   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分47秒   999    104332  260.00  103.00    0.00    0.00  363.00     1   8538.00      0.00 2712860  151908   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分48秒   999    104332  259.00  106.00    0.00    0.00  365.00     1   5715.00      0.00 2710444  150508   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分49秒   999    104332  267.00  100.00    0.00    0.00  367.00     1   5002.00      0.00 2711892  152532   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分50秒   999    104332  255.00  108.00    0.00    0.00  363.00     1   2956.00      0.00 2711012  151836   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分51秒   999    104332  254.00  108.00    0.00    0.00  362.00     1   2677.00      0.00 2710868  151108   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分52秒   999    104332  257.00  112.00    0.00    0.00  369.00     1   2578.00      0.00 2712196  152540   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分53秒   999    104332  256.00  111.00    0.00    0.00  367.00     1   1306.00      0.00 2711684  152540   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分54秒   999    104332  251.00  116.00    0.00    0.00  367.00     1   1853.00      0.00 2712196  152384   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分55秒   999    104332  258.00  108.00    0.00    0.00  366.00     1   1185.00      0.00 2711956  152592   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分56秒   999    104332  255.00  111.00    0.00    0.00  366.00     1   1464.00      0.00 2710932  152380   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分57秒   999    104332  264.00  105.00    0.00    0.00  369.00     1   1128.00      0.00 2711956  152516   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分58秒   999    104332  251.00  111.00    0.00    0.00  362.00     1    636.00      0.00 2710932  152512   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分59秒   999    104332  249.00  115.00    0.00    0.00  364.00     1    906.00      0.00 2712980  152764   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时31分00秒   999    104332  264.00  106.00    0.00    0.00  370.00     1   1016.00      0.00 2712980  153256   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时31分01秒   999    104332  251.00  112.00    0.00    0.00  363.00     1   1045.00      0.00 2712616  153976   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
