Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分33秒   999    123859   20.00    7.00    0.00    0.00   27.00     0    104.00      0.00 2674064  117308   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分34秒   999    123859   47.00   13.00    0.00    0.00   60.00     0     11.00      0.00 2673040  117156   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分35秒   999    123859   42.00   10.00    0.00    0.00   52.00     0      0.00      0.00 2672088  116816   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分36秒   999    123859   40.00   13.00    0.00    0.00   53.00     0      0.00      0.00 2672088  116816   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分37秒   999    123859   42.00   11.00    0.00    0.00   53.00     0      0.00      0.00 2672088  116816   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分38秒   999    123859   41.00   13.00    0.00    0.00   54.00     0    169.00      0.00 2672600  117328   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分39秒   999    123859   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2672600  117328   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分40秒   999    123859   40.00   13.00    0.00    0.00   53.00     0      0.00      0.00 2672600  117328   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分41秒   999    123859   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2672600  117328   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分42秒   999    123859   37.00   16.00    0.00    0.00   53.00     0      0.00      0.00 2672600  117328   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分43秒   999    123859   42.00   12.00    0.00    0.00   54.00     0    165.00      0.00 2672600  117324   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分44秒   999    123859   41.00   12.00    0.00    0.00   53.00     0     12.00      0.00 2673112  117452   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分45秒   999    123859   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2672600  117452   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分46秒   999    123859   42.00   10.00    0.00    0.00   52.00     0     10.00      0.00 2672600  117452   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分47秒   999    123859   39.00   15.00    0.00    0.00   54.00     0      0.00      0.00 2672600  117452   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分48秒   999    123859   42.00   12.00    0.00    0.00   54.00     0     35.00      0.00 2673112  117452   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07时14分49秒   999    123859   44.00    9.00    0.00    0.00   53.00     0      0.00      0.00 2673112  117452   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
