Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分38秒   999    101636   41.00   14.00    0.00    0.00   55.00     2   3761.00      0.00 2691580  134208   0.41  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分39秒   999    101636  254.00   86.00    0.00    0.00  340.00     2  39423.00      0.00 2713108  153920   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分40秒   999    101636  263.00  111.00    0.00    0.00  374.00     2  17505.00      0.00 2712272  152328   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分41秒   999    101636  263.00  108.00    0.00    0.00  371.00     2   9844.00      0.00 2710884  152620   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分42秒   999    101636  255.00  114.00    0.00    0.00  369.00     2   6085.00      0.00 2711924  153972   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分43秒   999    101636  264.00  104.00    0.00    0.00  368.00     2   3769.00      0.00 2712436  154752   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分44秒   999    101636  267.00   99.00    0.00    0.00  366.00     2   3883.00      0.00 2712068  154460   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分45秒   999    101636  263.00  109.00    0.00    0.00  372.00     2   3316.00      0.00 2712580  155172   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分46秒   999    101636  254.00  106.00    0.00    0.00  360.00     2   2128.00      0.00 2710532  154080   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分47秒   999    101636  251.00  106.00    0.00    0.00  357.00     2   2152.00      0.00 2710532  153712   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分48秒   999    101636  254.00  107.00    0.00    0.00  361.00     2   2282.00      0.00 2710388  153700   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分49秒   999    101636  257.00  103.00    0.00    0.00  360.00     2   1668.00      0.00 2709364  153432   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分50秒   999    101636  252.00  104.00    0.00    0.00  356.00     2   1912.00      0.00 2709876  153396   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分51秒   999    101636  250.00  107.00    0.00    0.00  357.00     2   1534.00      0.00 2712340  155040   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分52秒   999    101636  252.00  106.00    0.00    0.00  358.00     2    677.00      0.00 2710804  154276   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分53秒   999    101636  260.00  101.00    0.00    0.00  361.00     2   1638.00      0.00 2711316  154316   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时30分54秒   999    101636  255.00  102.00    0.00    0.00  357.00     2   1818.00      0.00 2712340  154292   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
