Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分02秒   999    112525   34.00    9.00    0.00    0.00   43.00     3   1240.00      0.00 2675104  123204   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分03秒   999    112525  278.00   93.00    0.00    0.00  371.00     3  49223.00      0.00 2725244  162032   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分04秒   999    112525  289.00   90.00    0.00    0.00  379.00     3  47452.00      0.00 2714440  153408   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分05秒   999    112525  280.00   97.00    0.00    0.00  377.00     3   8216.00      0.00 2711800  151164   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分06秒   999    112525  266.00  112.00    0.00    0.00  378.00     3   6305.00      0.00 2711336  150872   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分07秒   999    112525  280.00   98.00    0.00    0.00  378.00     3   5352.00      0.00 2713384  152088   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分08秒   999    112525  285.00   93.00    0.00    0.00  378.00     3   6044.00      0.00 2713016  150968   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分09秒   999    112525  263.00  115.00    0.00    0.00  378.00     3   5678.00      0.00 2711848  150540   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分10秒   999    112525  277.00  101.00    0.00    0.00  378.00     3   3889.00      0.00 2712140  151344   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分11秒   999    112525  274.00  104.00    0.00    0.00  378.00     3   2488.00      0.00 2711268  150812   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分12秒   999    112525  275.00  105.00    0.00    0.00  380.00     3   1877.00      0.00 2711268  151448   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分13秒   999    112525  276.00  102.00    0.00    0.00  378.00     3   2055.00      0.00 2711028  151128   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分14秒   999    112525  276.00  102.00    0.00    0.00  378.00     3   1996.00      0.00 2711540  151156   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分15秒   999    112525  284.00   94.00    0.00    0.00  378.00     3   2105.00      0.00 2710260  150640   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分16秒   999    112525  267.00  107.00    0.00    0.00  374.00     3   3759.00      0.00 2712564  151668   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分17秒   999    112525  278.00  101.00    0.00    0.00  379.00     3   2013.00      0.00 2713076  151776   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时25分18秒   999    112525  264.00  113.00    0.00    0.00  377.00     3    930.00      0.00 2711540  151348   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
