Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分42秒   999    136670   54.00   14.00    0.00    0.00   68.00     3    681.00      0.00 2671936  120028   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分43秒   999    136670  174.00   39.00    0.00    0.00  213.00     3  71166.00      0.00 2711508  151296   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分44秒   999    136670  173.00   43.00    0.00    0.00  216.00     3  99619.00      0.00 2721012  160464   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分45秒   999    136670  174.00   44.00    0.00    0.00  218.00     3  97461.00      0.00 2714840  156016   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分46秒   999    136670  170.00   40.00    0.00    0.00  210.00     3  92875.00      0.00 2725076  161208   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分47秒   999    136670  170.00   44.00    0.00    0.00  214.00     3  91502.00      0.00 2722004  157288   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分48秒   999    136670  177.00   40.00    0.00    0.00  217.00     3  98051.00      0.00 2719684  156568   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分49秒   999    136670  169.00   42.00    0.00    0.00  211.00     3  96962.00      0.00 2724088  159668   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分50秒   999    136670  169.00   44.00    0.00    0.00  213.00     3  93837.00      0.00 2722352  161220   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分51秒   999    136670  169.00   46.00    0.00    0.00  215.00     3  92544.00      0.00 2720612  159608   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分52秒   999    136670  175.00   36.00    0.00    0.00  211.00     3  81724.00      0.00 2727296  158544   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分53秒   999    136670  168.00   42.00    0.00    0.00  210.00     3  87072.00      0.00 2722988  158988   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分54秒   999    136670  174.00   39.00    0.00    0.00  213.00     3  85781.00      0.00 2723180  157388   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分55秒   999    136670  167.00   40.00    0.00    0.00  207.00     3  82627.00      0.00 2716436  156228   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分56秒   999    136670  175.00   37.00    0.00    0.00  212.00     3  88749.00      0.00 2721280  156952   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分57秒   999    136670  177.00   35.00    0.00    0.00  212.00     3  87258.00      0.00 2720464  156040   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时11分58秒   999    136670  171.00   40.00    0.00    0.00  211.00     3  96576.00      0.00 2723504  158720   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
