Linux 6.6.30+ (kylin) 	2026年07月13日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分46秒   999    121995    3.00    0.00    0.00    0.00    3.00     0    184.00      0.00 2670632  117344   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分47秒   999    121995   63.00   17.00    0.00    0.00   80.00     0    178.00      0.00 2670632  117232   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分48秒   999    121995   43.00   14.00    0.00    0.00   57.00     0      1.00      0.00 2670120  117060   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分49秒   999    121995   44.00   10.00    0.00    0.00   54.00     0     10.00      0.00 2670120  117060   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分50秒   999    121995   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2669756  117060   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分51秒   999    121995   39.00   17.00    0.00    0.00   56.00     0    104.00      0.00 2669424  117016   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分52秒   999    121995   38.00   15.00    0.00    0.00   53.00     0      0.00      0.00 2669424  117016   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分53秒   999    121995   42.00   13.00    0.00    0.00   55.00     0      0.00      0.00 2669424  117016   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分54秒   999    121995   44.00   10.00    0.00    0.00   54.00     0      0.00      0.00 2669424  117016   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分55秒   999    121995   43.00   11.00    0.00    0.00   54.00     0      0.00      0.00 2669424  117016   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分56秒   999    121995   45.00   10.00    0.00    0.00   55.00     0     24.00      0.00 2669168  116812   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分57秒   999    121995   40.00   14.00    0.00    0.00   54.00     0     10.00      0.00 2669168  116812   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分58秒   999    121995   41.00   13.00    0.00    0.00   54.00     0      0.00      0.00 2669168  116812   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时48分59秒   999    121995   38.00   17.00    0.00    0.00   55.00     0     45.00      0.00 2669168  116940   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时49分00秒   999    121995   43.00   11.00    0.00    0.00   54.00     0     15.00      0.00 2669680  116940   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时49分01秒   999    121995   43.00   13.00    0.00    0.00   56.00     0    111.00      0.00 2669680  116960   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
18时49分02秒   999    121995   37.00   16.00    0.00    0.00   53.00     0      0.00      0.00 2669680  116960   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
