Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分27秒   999     98125   17.00    5.00    0.00    0.00   22.00     3    810.00      0.00 2673216  115428   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分28秒   999     98125  245.54   75.25    0.00    0.00  320.79     3  54086.14      0.00 2728668  152300   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分29秒   999     98125  266.00  107.00    0.00    0.00  373.00     3  18538.00      0.00 2723216  149696   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分30秒   999     98125  256.00  111.00    0.00    0.00  367.00     3   9227.00      0.00 2720356  148984   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分31秒   999     98125  264.00  106.00    0.00    0.00  370.00     3   5952.00      0.00 2720788  148240   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分32秒   999     98125  251.00  114.00    0.00    0.00  365.00     3   6102.00      0.00 2717788  148836   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分33秒   999     98125  261.00  108.00    0.00    0.00  369.00     3   5598.00      0.00 2716316  147440   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分34秒   999     98125  259.00  112.00    0.00    0.00  371.00     3   5874.00      0.00 2717708  148976   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分35秒   999     98125  257.00  110.00    0.00    0.00  367.00     3   4614.00      0.00 2717052  149088   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分36秒   999     98125  253.00  107.00    0.00    0.00  360.00     3   2012.00      0.00 2717196  148620   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分37秒   999     98125  257.00  101.00    0.00    0.00  358.00     3   2553.00      0.00 2715664  148476   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分38秒   999     98125  252.00  112.00    0.00    0.00  364.00     3   2539.00      0.00 2716688  149436   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分39秒   999     98125  263.00   99.00    0.00    0.00  362.00     3   2089.00      0.00 2717712  149780   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分40秒   999     98125  259.00  101.00    0.00    0.00  360.00     3   2064.00      0.00 2717200  149280   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分41秒   999     98125  247.00  117.00    0.00    0.00  364.00     3   1776.00      0.00 2716328  148752   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分42秒   999     98125  253.00  114.00    0.00    0.00  367.00     3   2297.00      0.00 2717992  150712   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时29分43秒   999     98125  268.00   97.00    0.00    0.00  365.00     3   1481.00      0.00 2717480  149896   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
