Linux 6.6.30+ (kylin) 	2026年07月20日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分02秒   999    111218   51.00   17.00    0.00    0.00   68.00     0     53.00      0.00 2668824  119904   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分03秒   999    111218  180.00   34.00    0.00    0.00  214.00     0  42670.00      0.00 2712852  152348   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分04秒   999    111218  172.00   44.00    0.00    0.00  216.00     0  87797.00      0.00 2713864  153768   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分05秒   999    111218  168.00   43.00    0.00    0.00  211.00     0  79476.00      0.00 2724156  159976   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分06秒   999    111218  172.00   40.00    0.00    0.00  212.00     0  86291.00      0.00 2715600  155072   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分07秒   999    111218  174.00   45.00    0.00    0.00  219.00     0  87191.00      0.00 2718580  155368   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分08秒   999    111218  179.00   38.00    0.00    0.00  217.00     0  85884.00      0.00 2715800  157476   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分09秒   999    111218  171.00   43.00    0.00    0.00  214.00     0  84736.00      0.00 2723888  159528   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分10秒   999    111218  175.00   39.00    0.00    0.00  214.00     0  82138.00      0.00 2730356  167292   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分11秒   999    111218  181.00   35.00    0.00    0.00  216.00     0  88186.00      0.00 2718808  157232   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分12秒   999    111218  183.00   34.00    0.00    0.00  217.00     0  86464.00      0.00 2716780  155836   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分13秒   999    111218  178.00   34.00    0.00    0.00  212.00     0  90866.00      0.00 2718488  159200   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分14秒   999    111218  180.00   37.00    0.00    0.00  217.00     0  88158.00      0.00 2716264  157864   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分15秒   999    111218  178.00   37.00    0.00    0.00  215.00     0  90629.00      0.00 2719732  157792   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分16秒   999    111218  178.00   38.00    0.00    0.00  216.00     0  86219.00      0.00 2725576  157608   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分17秒   999    111218  175.00   39.00    0.00    0.00  214.00     0  83022.00      0.00 2718988  158364   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时16分18秒   999    111218  170.00   43.00    0.00    0.00  213.00     0  86827.00      0.00 2715484  152988   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
