Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分50秒   999    141370   49.00   13.00    0.00    0.00   62.00     2     58.00      0.00 2667320  115840   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分51秒   999    141370  184.00   31.00    0.00    0.00  215.00     2  45864.00      0.00 2715944  147124   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分52秒   999    141370  176.00   39.00    0.00    0.00  215.00     2  79556.00      0.00 2718240  153924   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分53秒   999    141370  175.00   39.00    0.00    0.00  214.00     2  73514.00      0.00 2723372  153100   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分54秒   999    141370  182.00   35.00    0.00    0.00  217.00     2  76542.00      0.00 2720088  153300   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分55秒   999    141370  176.00   38.00    0.00    0.00  214.00     2  76969.00      0.00 2717456  154020   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分56秒   999    141370  170.00   41.00    0.00    0.00  211.00     2  82075.00      0.00 2728472  157604   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分57秒   999    141370  173.00   39.00    0.00    0.00  212.00     2  79062.00      0.00 2718100  150052   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分58秒   999    141370  181.00   34.00    0.00    0.00  215.00     2  84590.00      0.00 2717136  152936   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时14分59秒   999    141370  178.00   34.00    0.00    0.00  212.00     2  84726.00      0.00 2720820  153396   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分00秒   999    141370  179.00   38.00    0.00    0.00  217.00     2  81293.00      0.00 2722896  152716   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分01秒   999    141370  176.00   38.00    0.00    0.00  214.00     2  77746.00      0.00 2715104  151808   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分02秒   999    141370  180.00   33.00    0.00    0.00  213.00     2  76111.00      0.00 2720368  152016   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分03秒   999    141370  171.00   39.00    0.00    0.00  210.00     2  74065.00      0.00 2716896  150612   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分04秒   999    141370  182.00   34.00    0.00    0.00  216.00     2  81204.00      0.00 2719616  152780   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分05秒   999    141370  177.00   39.00    0.00    0.00  216.00     2  79206.00      0.00 2719116  153632   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09时15分06秒   999    141370  171.00   44.00    0.00    0.00  215.00     2  77886.00      0.00 2719416  154016   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
