Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分30秒   999    140139   48.00   17.00    0.00    0.00   65.00     2    821.00      0.00 2676276  118944   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分31秒   999    140139  183.00   29.00    0.00    0.00  212.00     2  54078.00      0.00 2722616  150176   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分32秒   999    140139  177.00   38.00    0.00    0.00  215.00     2  80044.00      0.00 2720756  152748   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分33秒   999    140139  181.00   32.00    0.00    0.00  213.00     2  80152.00      0.00 2722440  152704   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分34秒   999    140139  183.00   34.00    0.00    0.00  217.00     2  84081.00      0.00 2727024  153484   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分35秒   999    140139  177.00   36.00    0.00    0.00  213.00     2  88649.00      0.00 2718028  152520   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分36秒   999    140139  182.00   35.00    0.00    0.00  217.00     2  83154.00      0.00 2726296  154916   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分37秒   999    140139  181.00   33.00    0.00    0.00  214.00     2  92443.00      0.00 2723076  151732   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分38秒   999    140139  177.00   40.00    0.00    0.00  217.00     2  84342.00      0.00 2725056  154740   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分39秒   999    140139  182.00   35.00    0.00    0.00  217.00     2  90760.00      0.00 2723180  155048   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分40秒   999    140139  173.00   39.00    0.00    0.00  212.00     2  89719.00      0.00 2730420  156624   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分41秒   999    140139  177.00   39.00    0.00    0.00  216.00     2  80325.00      0.00 2726552  153536   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分42秒   999    140139  175.00   36.00    0.00    0.00  211.00     2  85402.00      0.00 2726900  154076   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分43秒   999    140139  178.00   37.00    0.00    0.00  215.00     2  85728.00      0.00 2730804  157204   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分44秒   999    140139  177.00   38.00    0.00    0.00  215.00     2  86117.00      0.00 2724868  153588   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分45秒   999    140139  173.00   38.00    0.00    0.00  211.00     2  85372.00      0.00 2725004  152412   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时18分46秒   999    140139  179.00   27.00    0.00    0.00  206.00     2  91507.00      0.00 2722932  153156   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
