project,scenario,metric,unit,higher_better,pairs,nvhe_boot_median,protected_boot_median,median_raw_delta_pct,median_penalty_pct,mad_penalty_pct,min_penalty_pct,max_penalty_pct,worse_pairs,better_pairs,tied_pairs,exact_sign_p_two_sided,bootstrap95_low_pct,bootstrap95_high_pct,bootstrap_interval_is_descriptive,equivalence_margin_pct,all_observed_pairs_within_margin,bootstrap_interval_within_margin,median_within_boot_rmad_pct,nvhe_first_median_penalty_pct,protected_first_median_penalty_pct,order_group_gap_pct,pair_index_spearman_rho,pair_index_permutation_p_two_sided
geekbench,cpu,wall_time,s,False,5,399.38,400.24,0.33051229405578475,0.33051229405578475,0.1346062285025873,0.009995002498763839,0.4981351222809183,5,0,0,0.0625,0.009995002498763839,0.4981351222809183,True,3.0,True,True,0.0739862481078106,0.19590606555319745,0.45117652423359855,-0.2552704586804011,0.1,0.95
rabbitmq,q1-one-fast,consumer_p95,us,False,5,14469.0,15194.0,5.331022530329288,5.331022530329288,2.8174327879373573,-1.6360194699837738,8.148455318266645,4,1,0,0.375,-1.6360194699837738,8.148455318266645,True,3.0,False,False,4.590662709597341,6.16566327589787,3.422883919320141,2.742779356577729,-0.3,0.6833333333333333
rabbitmq,q1-one-fast,consumer_p99,us,False,5,16822.0,17371.0,4.06167506599473,4.06167506599473,1.514356321474053,-3.054587688734034,5.576031387468783,4,1,0,0.375,-3.054587688734034,5.576031387468783,True,5.0,False,False,4.2944653561535615,4.517013288838578,2.3057854376049125,2.211227851233666,-0.3,0.6833333333333333
rabbitmq,q1-one-fast,published,msg/s,True,5,69667.0,67841.0,-2.621040090717275,2.621040090717275,1.5690117493924016,0.03469160607680877,4.1900518401096765,5,0,0,0.0625,0.03469160607680877,4.1900518401096765,True,3.0,False,False,1.8287233682959991,2.621040090717275,2.429748485147848,0.1912916055694267,-0.1,0.95
rabbitmq,q1-one-fast,received,msg/s,True,5,69678.0,67829.0,-2.6536352937799546,2.6536352937799546,1.6148663051236518,0.08235090152566293,4.268501598903606,5,0,0,0.0625,0.08235090152566293,4.268501598903606,True,3.0,False,False,1.7564454398796017,2.6536352937799546,2.4646264838014353,0.1890088099785192,-0.1,0.95
rabbitmq,q2-reliable,confirm_p95,us,False,5,158429.0,160707.0,0.9136462964358438,0.9136462964358438,0.4468207257930956,0.40220580795304883,3.303794419300443,5,0,0,0.0625,0.40220580795304883,3.303794419300443,True,3.0,False,False,0.6417477207589752,1.3604670222289394,0.6579260521944463,0.7025409700344931,-0.6,0.35
rabbitmq,q2-reliable,confirm_p99,us,False,5,199883.0,201549.0,0.6811539077514306,0.6811539077514306,0.155211730684357,0.4725386543568355,3.3939854815066894,5,0,0,0.0625,0.4725386543568355,3.3939854815066894,True,5.0,True,True,0.9169374639399723,0.8363656384357876,0.576846281054133,0.25951935738165455,-0.2,0.7833333333333333
rabbitmq,q2-reliable,consumer_p95,us,False,5,8101395.0,5811145.0,-18.470751737491696,-18.470751737491696,11.647337998213391,-43.249272575674546,9.856597323233608,1,4,0,0.375,-43.249272575674546,9.856597323233608,True,3.0,False,False,19.858416468876946,-6.823413739278306,-35.759547621008906,28.9361338817306,-0.1,0.95
rabbitmq,q2-reliable,consumer_p99,us,False,5,8147237.0,5906542.0,-17.610775510522913,-17.610775510522913,10.842716361737846,-43.231808704341454,10.956113582410044,1,4,0,0.375,-43.231808704341454,10.956113582410044,True,5.0,False,False,19.801621620827227,-6.768059148785066,-35.401755923691226,28.63369677490616,-0.1,0.95
rabbitmq,q2-reliable,published,msg/s,True,5,51535.0,50572.0,-1.591749367581241,1.591749367581241,0.20968478387914935,1.1817211603764477,3.3694436948224715,5,0,0,0.0625,1.1817211603764477,3.3694436948224715,True,3.0,False,False,0.5440619413278737,1.8014341514603904,1.5743212632558345,0.22711288820455588,-0.7,0.23333333333333334
