Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分06秒   999     78868   19.00    4.00    0.00    0.00   23.00     0    510.00      0.00 2673512  119072   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分07秒   999     78868  226.00   84.00    0.00    0.00  310.00     0  18542.00      0.00 2720696  151164   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分08秒   999     78868  223.00  115.00    0.00    0.00  338.00     0   9620.00      0.00 2719836  151052   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分09秒   999     78868  228.00  108.00    0.00    0.00  336.00     0   7618.00      0.00 2719180  151344   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分10秒   999     78868  215.00  111.00    0.00    0.00  326.00     0   4477.00      0.00 2720476  152260   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分11秒   999     78868  225.00  105.00    0.00    0.00  330.00     0   4046.00      0.00 2721136  153352   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分12秒   999     78868  223.00  107.00    0.00    0.00  330.00     0   4055.00      0.00 2722160  153192   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分13秒   999     78868  229.00  102.00    0.00    0.00  331.00     0   4682.00      0.00 2720624  152852   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分14秒   999     78868  211.00  110.00    0.00    0.00  321.00     0   3696.00      0.00 2719600  152668   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分15秒   999     78868  209.00  113.00    0.00    0.00  322.00     0   3346.00      0.00 2720896  153092   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分16秒   999     78868  218.00  109.00    0.00    0.00  327.00     0   3217.00      0.00 2720384  152616   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分17秒   999     78868  227.00  100.00    0.00    0.00  327.00     0   3030.00      0.00 2721280  154052   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分18秒   999     78868  225.00  107.00    0.00    0.00  332.00     0   2661.00      0.00 2722160  154288   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分19秒   999     78868  225.00  102.00    0.00    0.00  327.00     0   2461.00      0.00 2721648  154420   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分20秒   999     78868  228.00  102.00    0.00    0.00  330.00     0   2375.00      0.00 2722308  154024   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分21秒   999     78868  219.00  107.00    0.00    0.00  326.00     0   2140.00      0.00 2722532  155284   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
22时39分22秒   999     78868  228.00  102.00    0.00    0.00  330.00     0   2148.00      0.00 2722900  155184   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
