Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分16秒   999    122119    3.00    0.00    0.00    0.00    3.00     2    140.00      0.00 2668752  119260   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分17秒   999    122119   63.00   17.00    0.00    0.00   80.00     2    223.00      0.00 2669264  119424   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分18秒   999    122119   36.00   19.00    0.00    0.00   55.00     2    106.00      0.00 2669264  119424   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分19秒   999    122119   43.00   11.00    0.00    0.00   54.00     2     62.00      0.00 2669264  119424   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分20秒   999    122119   42.00   14.00    0.00    0.00   56.00     2     52.00      0.00 2669264  119424   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分21秒   999    122119   42.00   13.00    0.00    0.00   55.00     2    217.00      0.00 2669264  119552   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分22秒   999    122119   42.00   12.00    0.00    0.00   54.00     2      6.00      0.00 2668752  119552   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分23秒   999    122119   41.00   14.00    0.00    0.00   55.00     2     10.00      0.00 2668752  119552   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分24秒   999    122119   39.00   15.00    0.00    0.00   54.00     2      0.00      0.00 2668752  119552   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分25秒   999    122119   40.00   15.00    0.00    0.00   55.00     2      0.00      0.00 2668752  119552   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分26秒   999    122119   39.00   16.00    0.00    0.00   55.00     2    123.00      0.00 2669264  119640   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分27秒   999    122119   43.00   12.00    0.00    0.00   55.00     2     71.00      0.00 2669264  119508   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分28秒   999    122119   46.00    9.00    0.00    0.00   55.00     2    114.00      0.00 2669264  119636   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分29秒   999    122119   44.00   10.00    0.00    0.00   54.00     2     62.00      0.00 2669264  119508   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分30秒   999    122119   41.00   14.00    0.00    0.00   55.00     2     31.00      0.00 2669264  119636   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分31秒   999    122119   45.00   11.00    0.00    0.00   56.00     2    151.00      0.00 2669264  119700   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时16分32秒   999    122119   43.00   12.00    0.00    0.00   55.00     2      9.00      0.00 2669264  119700   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
