Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分01秒   999    105799    7.00    7.00    0.00    0.00   14.00     1    688.00      0.00 2672952  120604   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分02秒   999    105799  272.00   64.00    0.00    0.00  336.00     1  75697.00      0.00 2745032  175708   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分03秒   999    105799  278.00  103.00    0.00    0.00  381.00     1  68792.00      0.00 2719864  157132   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分04秒   999    105799  274.00  104.00    0.00    0.00  378.00     1  11575.00      0.00 2718488  156456   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分05秒   999    105799  271.00  107.00    0.00    0.00  378.00     1   4625.00      0.00 2718044  156600   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分06秒   999    105799  266.00  112.00    0.00    0.00  378.00     1   5318.00      0.00 2717964  156900   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分07秒   999    105799  280.00   99.00    0.00    0.00  379.00     1   4652.00      0.00 2717740  155704   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分08秒   999    105799  273.00  104.00    0.00    0.00  377.00     1   3878.00      0.00 2716476  156512   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分09秒   999    105799  273.00  105.00    0.00    0.00  378.00     1   1715.00      0.00 2715132  155080   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分10秒   999    105799  275.00  102.00    0.00    0.00  377.00     1   1968.00      0.00 2715720  155340   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分11秒   999    105799  273.00  103.00    0.00    0.00  376.00     1   3458.00      0.00 2712860  153064   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分12秒   999    105799  276.00  101.00    0.00    0.00  377.00     1   1819.00      0.00 2713004  153680   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分13秒   999    105799  272.00  105.00    0.00    0.00  377.00     1   1616.00      0.00 2713212  154136   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分14秒   999    105799  269.00  109.00    0.00    0.00  378.00     1    956.00      0.00 2713068  152832   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分15秒   999    105799  272.00  106.00    0.00    0.00  378.00     1   1204.00      0.00 2713728  153684   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分16秒   999    105799  267.00  111.00    0.00    0.00  378.00     1   1007.00      0.00 2712848  153844   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时47分17秒   999    105799  264.00  114.00    0.00    0.00  378.00     1    979.00      0.00 2712608  153912   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
