Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分01秒   999    121970   24.00    4.00    0.00    0.00   28.00     2     86.00      0.00 2668524  117416   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分02秒   999    121970   49.00   11.00    0.00    0.00   60.00     2     62.00      0.00 2668524  117544   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分03秒   999    121970   46.00    8.00    0.00    0.00   54.00     2     10.00      0.00 2667500  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分04秒   999    121970   44.00   11.00    0.00    0.00   55.00     2     17.00      0.00 2667500  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分05秒   999    121970   43.00   10.00    0.00    0.00   53.00     2     13.00      0.00 2667500  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分06秒   999    121970   43.00   12.00    0.00    0.00   55.00     2     52.00      0.00 2667244  117032   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分07秒   999    121970   44.00   11.00    0.00    0.00   55.00     2      0.00      0.00 2666292  116588   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分08秒   999    121970   43.00   11.00    0.00    0.00   54.00     2      0.00      0.00 2666292  116588   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分09秒   999    121970   42.00   12.00    0.00    0.00   54.00     2     32.00      0.00 2666292  116588   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分10秒   999    121970   44.00   12.00    0.00    0.00   56.00     2      0.00      0.00 2666292  116588   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分11秒   999    121970   45.00   10.00    0.00    0.00   55.00     2     63.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分12秒   999    121970   42.00   14.00    0.00    0.00   56.00     2     22.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分13秒   999    121970   37.00   17.00    0.00    0.00   54.00     2     42.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分14秒   999    121970   46.00   10.00    0.00    0.00   56.00     2     38.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分15秒   999    121970   39.00   15.00    0.00    0.00   54.00     2     20.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分16秒   999    121970   42.00   13.00    0.00    0.00   55.00     2     39.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时28分17秒   999    121970   42.00   13.00    0.00    0.00   55.00     2      0.00      0.00 2666548  116716   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
