Linux 6.6.30+ (kylin) 	2026年07月20日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分19秒   999    115884   56.00   14.00    0.00    0.00   70.00     1    172.00      0.00 2669380  116420   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分20秒   999    115884  174.00   37.00    0.00    0.00  211.00     1  61080.00      0.00 2705224  146032   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分21秒   999    115884  164.00   52.00    0.00    0.00  216.00     1  87842.00      0.00 2711108  146856   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分22秒   999    115884  173.00   36.00    0.00    0.00  209.00     1  89527.00      0.00 2711932  150292   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分23秒   999    115884  166.00   41.00    0.00    0.00  207.00     1  89039.00      0.00 2718864  153152   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分24秒   999    115884  164.00   42.00    0.00    0.00  206.00     1  78613.00      0.00 2726000  154188   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分25秒   999    115884  169.00   40.00    0.00    0.00  209.00     1  88570.00      0.00 2720540  156036   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分26秒   999    115884  168.00   39.00    0.00    0.00  207.00     1  81955.00      0.00 2723504  155412   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分27秒   999    115884  166.00   40.00    0.00    0.00  206.00     1  88953.00      0.00 2720556  154028   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分28秒   999    115884  165.00   44.00    0.00    0.00  209.00     1  87628.00      0.00 2723628  155032   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分29秒   999    115884  170.00   35.00    0.00    0.00  205.00     1  90958.00      0.00 2724344  159108   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分30秒   999    115884  168.00   42.00    0.00    0.00  210.00     1  94148.00      0.00 2719688  152768   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分31秒   999    115884  168.00   44.00    0.00    0.00  212.00     1  92830.00      0.00 2721624  156524   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分32秒   999    115884  175.00   37.00    0.00    0.00  212.00     1  99334.00      0.00 2720584  155932   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分33秒   999    115884  160.00   45.00    0.00    0.00  205.00     1  95548.00      0.00 2716480  152880   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分34秒   999    115884  168.00   39.00    0.00    0.00  207.00     1  98949.00      0.00 2720312  154024   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
21时24分35秒   999    115884  167.00   40.00    0.00    0.00  207.00     1  90705.00      0.00 2724296  156620   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
