Linux 6.6.30+ (kylin) 	2026年07月13日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分40秒   999     54230   53.47   12.87    0.00    0.00   66.34     3  12978.22      0.00 2749128  173284   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分41秒   999     54230  244.00   53.00    0.00    0.00  297.00     3  65848.00      0.00 2747244  177968   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分42秒   999     54230  257.00   67.00    0.00    0.00  324.00     3 108027.00      0.00 2746100  181624   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分43秒   999     54230  257.00   67.00    0.00    0.00  324.00     3 119875.00      0.00 2746948  176708   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分44秒   999     54230  267.00   67.00    0.00    0.00  334.00     3 123713.00      0.00 2750632  177484   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分45秒   999     54230  269.00   63.00    0.00    0.00  332.00     3 106029.00      0.00 2753836  177888   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分46秒   999     54230  257.00   63.00    0.00    0.00  320.00     3  97179.00      0.00 2749164  173732   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分47秒   999     54230  265.00   66.00    0.00    0.00  331.00     3 103723.00      0.00 2753852  177716   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分48秒   999     54230  263.00   68.00    0.00    0.00  331.00     3 117084.00      0.00 2755452  177072   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分49秒   999     54230  262.00   67.00    0.00    0.00  329.00     3  99611.00      0.00 2750116  179884   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分50秒   999     54230  257.00   70.00    0.00    0.00  327.00     3 105199.00      0.00 2753564  181516   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分51秒   999     54230  266.00   65.00    0.00    0.00  331.00     3 110506.00      0.00 2752540  177364   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分52秒   999     54230  257.00   73.00    0.00    0.00  330.00     3 113686.00      0.00 2748916  177264   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分53秒   999     54230  261.00   66.00    0.00    0.00  327.00     3 104313.00      0.00 2754584  175408   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分54秒   999     54230  260.00   68.00    0.00    0.00  328.00     3 111747.00      0.00 2751892  180364   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分55秒   999     54230  266.00   67.00    0.00    0.00  333.00     3 119426.00      0.00 2750888  178672   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分56秒   999     54230  266.00   66.00    0.00    0.00  332.00     3 113535.00      0.00 2746204  174376   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分57秒   999     54230  253.00   68.00    0.00    0.00  321.00     3 101684.00      0.00 2753876  176480   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分58秒   999     54230  261.00   66.00    0.00    0.00  327.00     3 109047.00      0.00 2742560  176548   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时23分59秒   999     54230  254.00   69.00    0.00    0.00  323.00     3 105169.00      0.00 2756728  179796   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分00秒   999     54230  256.00   75.00    0.00    0.00  331.00     3 114003.00      0.00 2754400  177456   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分01秒   999     54230  263.00   65.00    0.00    0.00  328.00     3 108672.00      0.00 2748248  179468   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分02秒   999     54230  264.00   60.00    0.00    0.00  324.00     3 106172.00      0.00 2749972  179632   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分03秒   999     54230  251.00   74.00    0.00    0.00  325.00     3 104503.00      0.00 2756832  180396   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分04秒   999     54230  257.00   63.00    0.00    0.00  320.00     3 108661.00      0.00 2747508  177304   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分05秒   999     54230  268.00   67.00    0.00    0.00  335.00     3 131740.00      0.00 2754096  177640   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分06秒   999     54230  260.00   63.00    0.00    0.00  323.00     3 111327.00      0.00 2744972  178440   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分07秒   999     54230  267.00   63.00    0.00    0.00  330.00     3 114620.00      0.00 2739932  170440   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分08秒   999     54230  262.00   61.00    0.00    0.00  323.00     3 107392.00      0.00 2752000  174584   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分09秒   999     54230  267.00   65.00    0.00    0.00  332.00     3 111311.00      0.00 2752372  181880   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分10秒   999     54230  263.00   73.00    0.00    0.00  336.00     3 113175.00      0.00 2753456  176392   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分11秒   999     54230  275.00   56.00    0.00    0.00  331.00     3 109874.00      0.00 2759312  183644   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分12秒   999     54230  253.00   73.00    0.00    0.00  326.00     3 103248.00      0.00 2752332  174476   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时24分13秒   999     54230  264.00   59.00    0.00    0.00  323.00     3  97282.00      0.00 2750004  178260   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
