block_id,task_index,mode_label,cpu_target,freq_before_khz,freq_after_khz,thermal_before_mc,thermal_after_mc,thermal_detail_before,thermal_detail_after,reject_reason,thermal_gate_max_mc,thermal_gate_start_mc,thermal_wait_sec,thermal_gate_ready_mc,schema_version,mode,touch,page_size,pages,run_index,op_count,setup_elapsed_ns,setup_minor_faults_delta,elapsed_ns,timed_minor_faults_delta,cpu_before,cpu_after,status
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,0,1,24007,0,3947,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,1,1,7609,0,1302,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,2,1,7325,0,1180,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,3,1,5778,0,1139,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,4,1,5168,0,1098,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,5,1,5087,0,1099,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,6,1,4842,0,1384,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,7,1,5656,0,1058,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,8,1,6469,0,1140,0,4,4,ok
1,1,nvhe,4,648000,1418000,36000,37000,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33286|battery=30300|battery_cycle=5|dc-mains=33500|usbc-therm-adc=335|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,BIG=36000|MID=36000|usb_pwr_therm=29969|btmspkr_therm=29947|disp_therm=29991|north_therm=30837|soc_therm=33330|battery=30300|battery_cycle=5|dc-mains=34000|usbc-therm-adc=340|max77779fg=30300|LITTLE=36000|soc=8|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=30296|mdis_morepower=0|thb_hda=51|cp_on_chip_0=35000|cp_on_chip_1=36000|G3D=35000|cp_on_chip_2=36000|cp_on_chip_3=34000|cp_on_chip_4=34000|rf2_therm=32000|rf1_therm=33000|ISP=34000|TPU=35000|AUR=35000|rfpa_therm=31705|quiet_therm=31972|charging_therm=33553|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,9,1,8952,0,1098,0,4,4,ok
