Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分30秒   999    103350    2.00    1.00    0.00    0.00    3.00     0     30.00      0.00 2667736  117980   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分31秒   999    103350   58.00   16.00    0.00    0.00   74.00     0    704.00      0.00 2670884  119716   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分32秒   999    103350   45.00   10.00    0.00    0.00   55.00     0      1.00      0.00 2669860  119132   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分33秒   999    103350   40.00   15.00    0.00    0.00   55.00     0      4.00      0.00 2668836  118508   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分34秒   999    103350   44.00   11.00    0.00    0.00   55.00     0      5.00      0.00 2668248  118508   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分35秒   999    103350   42.00   13.00    0.00    0.00   55.00     0    133.00      0.00 2668248  118892   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分36秒   999    103350   40.00   14.00    0.00    0.00   54.00     0     58.00      0.00 2668760  118748   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分37秒   999    103350   43.00   11.00    0.00    0.00   54.00     0     11.00      0.00 2668760  118748   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分38秒   999    103350   42.00   13.00    0.00    0.00   55.00     0      5.00      0.00 2668248  118748   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分39秒   999    103350   42.00   12.00    0.00    0.00   54.00     0     18.00      0.00 2668248  118748   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分40秒   999    103350   47.00    8.00    0.00    0.00   55.00     0     99.00      0.00 2668760  118824   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分41秒   999    103350   41.00   14.00    0.00    0.00   55.00     0     11.00      0.00 2668760  118824   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分42秒   999    103350   41.00   13.00    0.00    0.00   54.00     0      6.00      0.00 2668248  118824   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分43秒   999    103350   43.00   11.00    0.00    0.00   54.00     0     22.00      0.00 2668760  118824   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分44秒   999    103350   42.00   13.00    0.00    0.00   55.00     0      0.00      0.00 2668248  118824   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分45秒   999    103350   45.00   11.00    0.00    0.00   56.00     0    142.00      0.00 2669272  119080   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分46秒   999    103350   43.00   12.00    0.00    0.00   55.00     0     33.00      0.00 2669272  119080   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
