Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分32秒   999    101167   20.00    8.00    0.00    0.00   28.00     2    820.00      0.00 2677128  120420   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分33秒   999    101167  272.00   93.00    0.00    0.00  365.00     2  60536.00      0.00 2723576  153344   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分34秒   999    101167  271.00  107.00    0.00    0.00  378.00     2  23224.00      0.00 2724632  153860   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分35秒   999    101167  281.00   98.00    0.00    0.00  379.00     2   5018.00      0.00 2722344  153968   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分36秒   999    101167  274.00  104.00    0.00    0.00  378.00     2   3858.00      0.00 2722632  153876   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分37秒   999    101167  277.00   99.00    0.00    0.00  376.00     2   3769.00      0.00 2720144  153020   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分38秒   999    101167  275.00  102.00    0.00    0.00  377.00     2   3395.00      0.00 2720432  153168   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分39秒   999    101167  274.00  105.00    0.00    0.00  379.00     2   2521.00      0.00 2719360  152848   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分40秒   999    101167  272.00  105.00    0.00    0.00  377.00     2   2182.00      0.00 2718608  151796   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分41秒   999    101167  269.00  108.00    0.00    0.00  377.00     2   2320.00      0.00 2718608  152172   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分42秒   999    101167  268.00  112.00    0.00    0.00  380.00     2   2716.00      0.00 2717460  153020   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分43秒   999    101167  271.00  105.00    0.00    0.00  376.00     2   2386.00      0.00 2717460  152644   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分44秒   999    101167  277.00  101.00    0.00    0.00  378.00     2   2675.00      0.00 2716436  151468   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分45秒   999    101167  273.00  103.00    0.00    0.00  376.00     2   2091.00      0.00 2716436  151272   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分46秒   999    101167  274.00  106.00    0.00    0.00  380.00     2   2383.00      0.00 2716000  152172   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分47秒   999    101167  270.00  107.00    0.00    0.00  377.00     2   1373.00      0.00 2716512  152932   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时24分48秒   999    101167  266.00  112.00    0.00    0.00  378.00     2   1121.00      0.00 2715476  152556   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
