Linux 6.6.30+ (kylin) 	2026年07月13日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分34秒   999    134870    2.00    0.00    0.00    0.00    2.00     2     23.00      0.00 2670388  122040   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分35秒   999    134870   62.00   17.00    0.00    0.00   79.00     2    373.00      0.00 2671924  122480   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分36秒   999    134870   41.00   14.00    0.00    0.00   55.00     2      0.00      0.00 2670900  122240   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分37秒   999    134870   42.00   13.00    0.00    0.00   55.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分38秒   999    134870   44.00   10.00    0.00    0.00   54.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分39秒   999    134870   43.00   13.00    0.00    0.00   56.00     2     13.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分40秒   999    134870   42.00   13.00    0.00    0.00   55.00     2     10.00      0.00 2670900  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分41秒   999    134870   42.00   13.00    0.00    0.00   55.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分42秒   999    134870   42.00   12.00    0.00    0.00   54.00     2     10.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分43秒   999    134870   42.00   12.00    0.00    0.00   54.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分44秒   999    134870   41.00   14.00    0.00    0.00   55.00     2     14.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分45秒   999    134870   45.00   10.00    0.00    0.00   55.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分46秒   999    134870   40.00   13.00    0.00    0.00   53.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分47秒   999    134870   41.00   14.00    0.00    0.00   55.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分48秒   999    134870   39.00   15.00    0.00    0.00   54.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分49秒   999    134870   44.00   11.00    0.00    0.00   55.00     2      1.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时21分50秒   999    134870   39.00   16.00    0.00    0.00   55.00     2      0.00      0.00 2670388  122012   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
