Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分53秒   999    118067    9.00    6.00    0.00    0.00   15.00     3    462.00      0.00 2673988  122116   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分54秒   999    118067  286.00   70.00    0.00    0.00  356.00     3  82795.00      0.00 2749560  175708   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分55秒   999    118067  268.00  108.00    0.00    0.00  376.00     3  39697.00      0.00 2741912  177220   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分56秒   999    118067  276.00  101.00    0.00    0.00  377.00     3   6826.00      0.00 2738192  173028   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分57秒   999    118067  264.00  114.00    0.00    0.00  378.00     3   4322.00      0.00 2736512  172352   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分58秒   999    118067  264.00  113.00    0.00    0.00  377.00     3   3679.00      0.00 2734832  172244   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时59分59秒   999    118067  269.00  110.00    0.00    0.00  379.00     3   3086.00      0.00 2735680  172048   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分00秒   999    118067  266.00  110.00    0.00    0.00  376.00     3   2400.00      0.00 2734064  170988   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分01秒   999    118067  267.00  111.00    0.00    0.00  378.00     3   1493.00      0.00 2733744  170612   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分02秒   999    118067  265.00  111.00    0.00    0.00  376.00     3   1530.00      0.00 2733376  171008   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分03秒   999    118067  280.00   98.00    0.00    0.00  378.00     3   1291.00      0.00 2731600  170452   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分04秒   999    118067  261.00  117.00    0.00    0.00  378.00     3    884.00      0.00 2730496  170360   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分05秒   999    118067  276.00  102.00    0.00    0.00  378.00     3   1393.00      0.00 2731152  169972   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分06秒   999    118067  276.00  100.00    0.00    0.00  376.00     3   1466.00      0.00 2731072  169508   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分07秒   999    118067  271.00  108.00    0.00    0.00  379.00     3    951.00      0.00 2729456  168472   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分08秒   999    118067  281.00   96.00    0.00    0.00  377.00     3    913.00      0.00 2727920  167340   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时00分09秒   999    118067  266.00  111.00    0.00    0.00  377.00     3    818.00      0.00 2727840  167772   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
