Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分16秒   999     52166   21.00   11.00    0.00    0.00   32.00     0    761.00      0.00 2676196  119220   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分17秒   999     52166  225.00   96.00    0.00    0.00  321.00     0  16561.00      0.00 2714160  149144   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分18秒   999     52166  229.00   99.00    0.00    0.00  328.00     0   4473.00      0.00 2712400  148332   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分19秒   999     52166  212.00  111.00    0.00    0.00  323.00     0   3819.00      0.00 2711524  147672   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分20秒   999     52166  211.00  107.00    0.00    0.00  318.00     0   3567.00      0.00 2711284  148184   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分21秒   999     52166  224.00   98.00    0.00    0.00  322.00     0   2855.00      0.00 2714356  149104   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分22秒   999     52166  231.00   92.00    0.00    0.00  323.00     0   3527.00      0.00 2711796  147468   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分23秒   999     52166  225.00  103.00    0.00    0.00  328.00     0   3452.00      0.00 2713332  149684   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分24秒   999     52166  233.00   92.00    0.00    0.00  325.00     0   3457.00      0.00 2713972  149128   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分25秒   999     52166  223.00   98.00    0.00    0.00  321.00     0   1795.00      0.00 2713368  148672   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分26秒   999     52166  219.00  100.00    0.00    0.00  319.00     0   1670.00      0.00 2713880  149336   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分27秒   999     52166  212.00  111.00    0.00    0.00  323.00     0   1255.00      0.00 2712344  148372   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分28秒   999     52166  215.00  104.00    0.00    0.00  319.00     0   1610.00      0.00 2712856  149124   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分29秒   999     52166  215.00  103.00    0.00    0.00  318.00     0   1989.00      0.00 2713880  149668   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分30秒   999     52166  222.00   96.00    0.00    0.00  318.00     0   1898.00      0.00 2713368  149260   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分31秒   999     52166  227.00   92.00    0.00    0.00  319.00     0   1471.00      0.00 2713880  149616   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
17时01分32秒   999     52166  214.00  106.00    0.00    0.00  320.00     0   1549.00      0.00 2713640  149864   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
