Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分44秒   999     77343    5.00    2.00    0.00    0.00    7.00     3     98.00      0.00 2670876  118440   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分45秒   999     77343  215.00   78.00    0.00    0.00  293.00     3  24222.00      0.00 2713676  149328   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分46秒   999     77343  222.00  117.00    0.00    0.00  339.00     3  15378.00      0.00 2712536  149412   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分47秒   999     77343  224.00  112.00    0.00    0.00  336.00     3   9436.00      0.00 2713048  150344   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分48秒   999     77343  231.00   98.00    0.00    0.00  329.00     3  10074.00      0.00 2713564  150608   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分49秒   999     77343  238.00   93.00    0.00    0.00  331.00     3   6085.00      0.00 2713228  150732   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分50秒   999     77343  230.00  101.00    0.00    0.00  331.00     3   3677.00      0.00 2713740  152220   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分51秒   999     77343  221.00  109.00    0.00    0.00  330.00     3   3795.00      0.00 2712716  150744   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分52秒   999     77343  231.00   98.00    0.00    0.00  329.00     3   3617.00      0.00 2713668  151480   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分53秒   999     77343  230.00  100.00    0.00    0.00  330.00     3   3521.00      0.00 2712836  151440   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分54秒   999     77343  219.00  107.00    0.00    0.00  326.00     3   3888.00      0.00 2712836  151800   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分55秒   999     77343  225.00  102.00    0.00    0.00  327.00     3   2996.00      0.00 2713620  152108   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分56秒   999     77343  226.00  101.00    0.00    0.00  327.00     3   1989.00      0.00 2712596  152060   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分57秒   999     77343  223.00  101.00    0.00    0.00  324.00     3   2754.00      0.00 2712596  151648   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分58秒   999     77343  226.00  103.00    0.00    0.00  329.00     3   2564.00      0.00 2712084  151228   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时10分59秒   999     77343  224.00   98.00    0.00    0.00  322.00     3   2688.00      0.00 2714388  153216   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12时11分00秒   999     77343  216.00  106.00    0.00    0.00  322.00     3   2195.00      0.00 2713364  152548   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
