Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分06秒   999     83636   49.00   18.00    0.00    0.00   67.00     0   2309.00      0.00 2684048  125724   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分07秒   999     83636  279.00   89.00    0.00    0.00  368.00     0  33550.00      0.00 2710328  148088   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分08秒   999     83636  263.00  112.00    0.00    0.00  375.00     0   6095.00      0.00 2708396  146392   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分09秒   999     83636  267.00  111.00    0.00    0.00  378.00     0   3608.00      0.00 2708396  146864   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分10秒   999     83636  273.00  105.00    0.00    0.00  378.00     0   2557.00      0.00 2708396  147048   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分11秒   999     83636  261.00  116.00    0.00    0.00  377.00     0   2228.00      0.00 2709788  148072   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分12秒   999     83636  275.00  102.00    0.00    0.00  377.00     0   2217.00      0.00 2710300  147904   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分13秒   999     83636  271.00  109.00    0.00    0.00  380.00     0   2393.00      0.00 2707772  147124   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分14秒   999     83636  265.00  112.00    0.00    0.00  377.00     0   1074.00      0.00 2707772  146924   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分15秒   999     83636  275.00  104.00    0.00    0.00  379.00     0   1212.00      0.00 2707532  146804   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分16秒   999     83636  271.00  106.00    0.00    0.00  377.00     0   1186.00      0.00 2708044  146436   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分17秒   999     83636  281.00   97.00    0.00    0.00  378.00     0    951.00      0.00 2708044  147236   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分18秒   999     83636  273.00  104.00    0.00    0.00  377.00     0    911.00      0.00 2707020  146380   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分19秒   999     83636  272.00  106.00    0.00    0.00  378.00     0   1151.00      0.00 2709068  147880   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分20秒   999     83636  279.00   99.00    0.00    0.00  378.00     0    656.00      0.00 2707020  146796   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分21秒   999     83636  268.00  110.00    0.00    0.00  378.00     0    764.00      0.00 2707532  146876   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
16时03分22秒   999     83636  261.00  116.00    0.00    0.00  377.00     0    811.00      0.00 2708044  147108   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
