Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分25秒   999    126154    1.00    1.00    0.00    0.00    2.00     1     37.00      0.00 2670592  121656   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分26秒   999    126154   64.00   18.00    0.00    0.00   82.00     1     54.00      0.00 2670848  121784   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分27秒   999    126154   45.00    9.00    0.00    0.00   54.00     1      1.00      0.00 2670848  121648   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分28秒   999    126154   40.00   15.00    0.00    0.00   55.00     1      0.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分29秒   999    126154   44.00   10.00    0.00    0.00   54.00     1      1.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分30秒   999    126154   43.00   12.00    0.00    0.00   55.00     1     14.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分31秒   999    126154   41.00   13.00    0.00    0.00   54.00     1      0.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分32秒   999    126154   46.00    8.00    0.00    0.00   54.00     1      0.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分33秒   999    126154   44.00   11.00    0.00    0.00   55.00     1      1.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分34秒   999    126154   43.00   11.00    0.00    0.00   54.00     1      0.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分35秒   999    126154   44.00   11.00    0.00    0.00   55.00     1     16.00      0.00 2669896  121276   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分36秒   999    126154   43.00   11.00    0.00    0.00   54.00     1     48.00      0.00 2670408  121404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分37秒   999    126154   45.00    8.00    0.00    0.00   53.00     1      0.00      0.00 2669896  121404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分38秒   999    126154   36.00   17.00    0.00    0.00   53.00     1      0.00      0.00 2669896  121404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分39秒   999    126154   43.00   10.00    0.00    0.00   53.00     1      0.00      0.00 2669896  121404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分40秒   999    126154   45.00    9.00    0.00    0.00   54.00     1     78.00      0.00 2669896  121388   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时44分41秒   999    126154   43.00   10.00    0.00    0.00   53.00     1      0.00      0.00 2669896  121388   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
