Linux 6.6.30+ (kylin) 	2026年07月19日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分35秒   999    114015   58.00   16.00    0.00    0.00   74.00     1    179.00      0.00 2670808  116516   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分36秒   999    114015  176.00   38.00    0.00    0.00  214.00     1  40436.00      0.00 2703804  142244   0.44  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分37秒   999    114015  178.00   38.00    0.00    0.00  216.00     1  83990.00      0.00 2720364  156900   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分38秒   999    114015  181.00   35.00    0.00    0.00  216.00     1  92819.00      0.00 2723760  157032   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分39秒   999    114015  173.00   40.00    0.00    0.00  213.00     1  95844.00      0.00 2726784  157856   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分40秒   999    114015  181.00   35.00    0.00    0.00  216.00     1  81315.00      0.00 2719492  156384   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分41秒   999    114015  182.00   34.00    0.00    0.00  216.00     1  83592.00      0.00 2722988  157432   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分42秒   999    114015  184.00   31.00    0.00    0.00  215.00     1  80009.00      0.00 2721888  155908   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分43秒   999    114015  178.00   40.00    0.00    0.00  218.00     1  82753.00      0.00 2727652  157164   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分44秒   999    114015  185.00   32.00    0.00    0.00  217.00     1  80494.00      0.00 2722156  156128   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分45秒   999    114015  186.00   34.00    0.00    0.00  220.00     1  87417.00      0.00 2721944  157116   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分46秒   999    114015  171.00   44.00    0.00    0.00  215.00     1  82581.00      0.00 2719784  156772   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分47秒   999    114015  173.00   42.00    0.00    0.00  215.00     1  88397.00      0.00 2731588  158500   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分48秒   999    114015  176.00   38.00    0.00    0.00  214.00     1  92255.00      0.00 2722560  156112   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分49秒   999    114015  184.00   33.00    0.00    0.00  217.00     1  90119.00      0.00 2715176  155204   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分50秒   999    114015  178.00   36.00    0.00    0.00  214.00     1  78099.00      0.00 2726616  158848   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时15分51秒   999    114015  180.00   38.00    0.00    0.00  218.00     1  82228.00      0.00 2719580  155212   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
