Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分06秒   999     95310    9.00    1.00    0.00    0.00   10.00     2    452.00      0.00 2669672  114784   0.35  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分07秒   999     95310  247.00   64.00    0.00    0.00  311.00     2  53863.00      0.00 2723644  156968   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分08秒   999     95310  258.00  116.00    0.00    0.00  374.00     2  23250.00      0.00 2721204  154332   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分09秒   999     95310  256.00  111.00    0.00    0.00  367.00     2   4996.00      0.00 2717884  154772   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分10秒   999     95310  256.00  109.00    0.00    0.00  365.00     2   7294.00      0.00 2716668  153816   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分11秒   999     95310  257.00  110.00    0.00    0.00  367.00     2   5681.00      0.00 2718604  153792   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分12秒   999     95310  260.00  108.00    0.00    0.00  368.00     2   3600.00      0.00 2717084  152856   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分13秒   999     95310  257.00  104.00    0.00    0.00  361.00     2   2447.00      0.00 2718492  154164   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分14秒   999     95310  250.00  108.00    0.00    0.00  358.00     2   2493.00      0.00 2717724  153816   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分15秒   999     95310  251.00  107.00    0.00    0.00  358.00     2   2206.00      0.00 2718492  154052   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分16秒   999     95310  253.00  109.00    0.00    0.00  362.00     2   2277.00      0.00 2718716  154952   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分17秒   999     95310  265.00   99.00    0.00    0.00  364.00     2   1039.00      0.00 2717948  154532   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分18秒   999     95310  269.00   98.00    0.00    0.00  367.00     2   1686.00      0.00 2719996  155192   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分19秒   999     95310  251.00  111.00    0.00    0.00  362.00     2    914.00      0.00 2717436  154140   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分20秒   999     95310  260.00  106.00    0.00    0.00  366.00     2   1623.00      0.00 2718204  154940   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分21秒   999     95310  261.00  100.00    0.00    0.00  361.00     2    876.00      0.00 2717948  154516   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时46分22秒   999     95310  251.00  108.00    0.00    0.00  359.00     2    732.00      0.00 2718204  154300   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
