Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分56秒   999    136156   57.00   15.00    0.00    0.00   72.00     2   1773.00      0.00 2678228  122936   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分57秒   999    136156  177.00   35.00    0.00    0.00  212.00     2  54361.00      0.00 2708480  147540   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分58秒   999    136156  175.00   37.00    0.00    0.00  212.00     2  75207.00      0.00 2722068  155556   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分59秒   999    136156  173.00   36.00    0.00    0.00  209.00     2  74067.00      0.00 2727916  157316   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分00秒   999    136156  180.00   34.00    0.00    0.00  214.00     2  81164.00      0.00 2726852  157592   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分01秒   999    136156  180.00   34.00    0.00    0.00  214.00     2  80445.00      0.00 2721824  162308   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分02秒   999    136156  172.00   39.00    0.00    0.00  211.00     2  80730.00      0.00 2726228  162028   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分03秒   999    136156  172.00   42.00    0.00    0.00  214.00     2  73069.00      0.00 2724564  159120   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分04秒   999    136156  180.00   33.00    0.00    0.00  213.00     2  67616.00      0.00 2719080  157248   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分05秒   999    136156  183.00   31.00    0.00    0.00  214.00     2  75291.00      0.00 2721124  156604   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分06秒   999    136156  169.00   40.00    0.00    0.00  209.00     2  73655.00      0.00 2730280  157568   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分07秒   999    136156  177.00   34.00    0.00    0.00  211.00     2  78169.00      0.00 2729588  160808   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分08秒   999    136156  176.00   36.00    0.00    0.00  212.00     2  75336.00      0.00 2725876  154676   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分09秒   999    136156  180.00   36.00    0.00    0.00  216.00     2  81415.00      0.00 2718096  156964   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分10秒   999    136156  176.00   34.00    0.00    0.00  210.00     2  80248.00      0.00 2724080  156652   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分11秒   999    136156  174.00   36.00    0.00    0.00  210.00     2  77819.00      0.00 2723312  154384   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时01分12秒   999    136156  150.00   29.00    0.00    0.00  179.00     2  66415.00      0.00 2717596  156296   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
