Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分21秒   999    105424   31.00    8.00    0.00    0.00   39.00     2   1263.00      0.00 2678756  123344   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分22秒   999    105424  257.00   86.00    0.00    0.00  343.00     2  68225.00      0.00 2730060  162508   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分23秒   999    105424  294.00   87.00    0.00    0.00  381.00     2  79912.00      0.00 2740636  166676   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分24秒   999    105424  272.00  107.00    0.00    0.00  379.00     2   6639.00      0.00 2739812  166304   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分25秒   999    105424  274.00  103.00    0.00    0.00  377.00     2   2837.00      0.00 2737408  164340   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分26秒   999    105424  268.00  110.00    0.00    0.00  378.00     2   1885.00      0.00 2736448  164224   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分27秒   999    105424  279.00   98.00    0.00    0.00  377.00     2   1588.00      0.00 2736368  163304   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分28秒   999    105424  276.00  102.00    0.00    0.00  378.00     2   3203.00      0.00 2734480  162272   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分29秒   999    105424  276.00  102.00    0.00    0.00  378.00     2   3631.00      0.00 2733008  161584   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分30秒   999    105424  276.00  102.00    0.00    0.00  378.00     2   1802.00      0.00 2731208  159860   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分31秒   999    105424  276.00  102.00    0.00    0.00  378.00     2   2618.00      0.00 2732376  160084   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分32秒   999    105424  260.00  118.00    0.00    0.00  378.00     2   2616.00      0.00 2731272  159952   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分33秒   999    105424  283.00   95.00    0.00    0.00  378.00     2   1752.00      0.00 2729372  160596   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分34秒   999    105424  274.00  103.00    0.00    0.00  377.00     2   1084.00      0.00 2728268  159704   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分35秒   999    105424  273.00  105.00    0.00    0.00  378.00     2   1029.00      0.00 2728564  159320   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分36秒   999    105424  265.00  109.00    0.00    0.00  374.00     2   1714.00      0.00 2726664  159672   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时25分37秒   999    105424  278.00  100.00    0.00    0.00  378.00     2   1179.00      0.00 2726072  158884   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
