env,core,iter,bench,variant,value,unit
n90-v10-pkvm-mmap,0,1,lat_mmap,sz0.524288MB,12,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz1.048576MB,18,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz2.097152MB,30,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz4.194304MB,56,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz8.388608MB,106,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz16.777216MB,204,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz33.554432MB,404,us
n90-v10-pkvm-mmap,0,1,lat_mmap,sz67.108864MB,806,us
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.000512,25564.03,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.001024,20412.80,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.002048,21126.31,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.004096,21513.87,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.008192,21716.93,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.016384,21823.51,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.032768,21873.13,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.065536,21793.84,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.131072,21314.07,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.262144,21317.94,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz0.524288,21267.75,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz1.05,21275.46,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz2.10,21271.60,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz4.19,21242.96,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz8.39,16070.13,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz16.78,15120.06,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz33.55,14939.64,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd,sz67.11,15189.87,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.000512,81.32,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.001024,163.73,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.002048,322.84,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.004096,640.56,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.008192,1087.80,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.016384,1845.10,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.032768,2731.66,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.065536,3724.45,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.131072,4289.71,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.262144,4766.25,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz0.524288,5165.40,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz1.05,5403.04,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz2.10,8193.52,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz4.19,8097.11,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz8.39,6892.86,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz16.78,6478.94,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz33.55,6563.86,MB/s
n90-v10-pkvm-mmap,0,1,bw_mmap_rd_o2c,sz67.11,6194.28,MB/s
n90-v10-pkvm-mmap,0,10,lat_mmap,sz0.524288MB,12,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz1.048576MB,18,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz2.097152MB,30,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz4.194304MB,56,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz8.388608MB,106,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz16.777216MB,205,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz33.554432MB,404,us
n90-v10-pkvm-mmap,0,10,lat_mmap,sz67.108864MB,807,us
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.000512,24985.58,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.001024,20409.08,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.002048,21122.74,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.004096,21514.04,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.008192,21716.84,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.016384,21815.59,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.032768,21869.16,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.065536,21793.56,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.131072,21289.67,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.262144,21309.40,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz0.524288,21283.17,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz1.05,21271.60,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz2.10,21267.75,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz4.19,21151.70,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz8.39,15992.15,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz16.78,15052.23,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz33.55,14941.86,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd,sz67.11,14954.62,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.000512,81.37,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.001024,164.23,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.002048,320.72,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.004096,642.70,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.008192,1098.95,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.016384,1854.68,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.032768,2747.05,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.065536,3727.56,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.131072,4334.14,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.262144,4772.39,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz0.524288,5161.24,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz1.05,5392.68,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz2.10,8187.43,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz4.19,8038.14,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz8.39,6872.53,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz16.78,6424.36,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz33.55,6610.41,MB/s
n90-v10-pkvm-mmap,0,10,bw_mmap_rd_o2c,sz67.11,6117.49,MB/s
n90-v10-pkvm-mmap,0,2,lat_mmap,sz0.524288MB,12,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz1.048576MB,18,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz2.097152MB,30,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz4.194304MB,56,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz8.388608MB,106,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz16.777216MB,205,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz33.554432MB,404,us
n90-v10-pkvm-mmap,0,2,lat_mmap,sz67.108864MB,807,us
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.000512,25559.38,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.001024,20408.13,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.002048,21130.15,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.004096,21517.95,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.008192,21720.78,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.016384,21819.55,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.032768,21875.16,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.065536,21793.56,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.131072,21278.08,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.262144,21289.67,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz0.524288,21275.46,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz1.05,21275.46,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz2.10,21260.05,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz4.19,21006.53,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz8.39,16106.60,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz16.78,15177.51,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz33.55,15037.84,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd,sz67.11,15101.00,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.000512,82.29,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.001024,165.71,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.002048,327.26,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.004096,647.05,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.008192,1097.53,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.016384,1837.20,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.032768,2751.06,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.065536,3732.01,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.131072,4363.47,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.262144,4770.55,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz0.524288,5172.00,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz1.05,5390.15,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz2.10,8224.13,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz4.19,8007.45,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz8.39,6884.94,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz16.78,6460.23,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz33.55,6574.14,MB/s
n90-v10-pkvm-mmap,0,2,bw_mmap_rd_o2c,sz67.11,6118.05,MB/s
n90-v10-pkvm-mmap,0,3,lat_mmap,sz0.524288MB,12,us
