Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分24秒   999     67507   28.00    8.00    0.00    0.00   36.00     1   1271.00      0.00 2679372  122860   0.38  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分25秒   999     67507  225.00   76.00    0.00    0.00  301.00     1  49958.00      0.00 2726136  158876   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分26秒   999     67507  265.00  110.00    0.00    0.00  375.00     1  41429.00      0.00 2754400  175456   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分27秒   999     67507  262.00  110.00    0.00    0.00  372.00     1  12056.00      0.00 2753736  174052   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分28秒   999     67507  257.00  118.00    0.00    0.00  375.00     1   8272.00      0.00 2753272  174212   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分29秒   999     67507  254.00  115.00    0.00    0.00  369.00     1   4942.00      0.00 2751656  173804   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分30秒   999     67507  257.00  107.00    0.00    0.00  364.00     1   4364.00      0.00 2751064  172944   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分31秒   999     67507  269.00   96.00    0.00    0.00  365.00     1   3999.00      0.00 2750548  173764   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分32秒   999     67507  259.00  103.00    0.00    0.00  362.00     1   2432.00      0.00 2749444  173052   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分33秒   999     67507  262.00  106.00    0.00    0.00  368.00     1   3408.00      0.00 2748996  172632   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分34秒   999     67507  263.00  101.00    0.00    0.00  364.00     1   3079.00      0.00 2746844  171284   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分35秒   999     67507  263.00  101.00    0.00    0.00  364.00     1   2859.00      0.00 2744476  170988   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分36秒   999     67507  262.00  106.00    0.00    0.00  368.00     1   3123.00      0.00 2745568  170352   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分37秒   999     67507  253.00  116.00    0.00    0.00  369.00     1   2848.00      0.00 2744976  171140   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分38秒   999     67507  257.00  109.00    0.00    0.00  366.00     1   2553.00      0.00 2741392  169276   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分39秒   999     67507  258.00  108.00    0.00    0.00  366.00     1   1873.00      0.00 2742704  170132   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时49分40秒   999     67507  254.00  112.00    0.00    0.00  366.00     1   1088.00      0.00 2741312  169032   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
