Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分31秒   999     98926    4.00    1.00    0.00    0.00    5.00     0     39.00      0.00 2671320  119472   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分32秒   999     98926  254.00   78.00    0.00    0.00  332.00     0  41364.00      0.00 2729256  161904   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分33秒   999     98926  268.00  105.00    0.00    0.00  373.00     0  33350.00      0.00 2730052  161808   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分34秒   999     98926  256.00  113.00    0.00    0.00  369.00     0   6730.00      0.00 2727024  161544   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分35秒   999     98926  273.00  101.00    0.00    0.00  374.00     0   4226.00      0.00 2726944  160668   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分36秒   999     98926  263.00  113.00    0.00    0.00  376.00     0   6255.00      0.00 2727088  161224   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分37秒   999     98926  262.00  114.00    0.00    0.00  376.00     0   7587.00      0.00 2725744  160620   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分38秒   999     98926  265.00  112.00    0.00    0.00  377.00     0   5430.00      0.00 2725504  159708   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分39秒   999     98926  263.00  111.00    0.00    0.00  374.00     0   4286.00      0.00 2725060  160116   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分40秒   999     98926  267.00  106.00    0.00    0.00  373.00     0   2374.00      0.00 2722544  157440   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分41秒   999     98926  262.00  111.00    0.00    0.00  373.00     0   1996.00      0.00 2722976  158080   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分42秒   999     98926  264.00  105.00    0.00    0.00  369.00     0    890.00      0.00 2720192  155552   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分43秒   999     98926  261.00  108.00    0.00    0.00  369.00     0   1423.00      0.00 2717608  155868   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分44秒   999     98926  258.00  110.00    0.00    0.00  368.00     0   1066.00      0.00 2717528  156216   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分45秒   999     98926  247.00  119.00    0.00    0.00  366.00     0    986.00      0.00 2716872  156068   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分46秒   999     98926  256.00  115.00    0.00    0.00  371.00     0   1015.00      0.00 2718408  156196   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
23时36分47秒   999     98926  256.00  113.00    0.00    0.00  369.00     0    527.00      0.00 2717240  155708   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
