Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分07秒   999    110554   21.00    3.00    0.00    0.00   24.00     3    818.00      0.00 2674456  118816   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分08秒   999    110554  262.00   91.00    0.00    0.00  353.00     3  62474.00      0.00 2728548  158616   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分09秒   999    110554  289.00   88.00    0.00    0.00  377.00     3  99573.00      0.00 2745916  174376   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分10秒   999    110554  271.00  110.00    0.00    0.00  381.00     3  18390.00      0.00 2740060  170948   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分11秒   999    110554  266.00  112.00    0.00    0.00  378.00     3   6345.00      0.00 2738204  169288   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分12秒   999    110554  284.00   95.00    0.00    0.00  379.00     3   5331.00      0.00 2737896  170684   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分13秒   999    110554  279.00  101.00    0.00    0.00  380.00     3   3508.00      0.00 2737720  170700   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分14秒   999    110554  273.00  105.00    0.00    0.00  378.00     3   2685.00      0.00 2737748  169244   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分15秒   999    110554  268.00  107.00    0.00    0.00  375.00     3   3623.00      0.00 2735908  168752   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分16秒   999    110554  271.00  108.00    0.00    0.00  379.00     3   1775.00      0.00 2734436  167800   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分17秒   999    110554  271.00  109.00    0.00    0.00  380.00     3   2239.00      0.00 2732984  166272   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分18秒   999    110554  269.00  109.00    0.00    0.00  378.00     3   2064.00      0.00 2731664  165768   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分19秒   999    110554  274.00  106.00    0.00    0.00  380.00     3   1855.00      0.00 2731984  165460   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分20秒   999    110554  269.00  109.00    0.00    0.00  378.00     3   1279.00      0.00 2731904  164592   0.51  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分21秒   999    110554  269.00  111.00    0.00    0.00  380.00     3    558.00      0.00 2729252  164192   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分22秒   999    110554  281.00   98.00    0.00    0.00  379.00     3    812.00      0.00 2727652  162036   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
00时01分23秒   999    110554  276.00  103.00    0.00    0.00  379.00     3    784.00      0.00 2726692  160256   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
