Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分13秒   999    103182   52.00   13.00    0.00    0.00   65.00     3   1434.00      0.00 2676124  121232   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分14秒   999    103182  182.00   30.00    0.00    0.00  212.00     3  51448.00      0.00 2702572  141180   0.43  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分15秒   999    103182  175.00   43.00    0.00    0.00  218.00     3  93608.00      0.00 2721024  154728   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分16秒   999    103182  179.00   32.00    0.00    0.00  211.00     3  85145.00      0.00 2718564  154532   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分17秒   999    103182  174.00   38.00    0.00    0.00  212.00     3  96232.00      0.00 2716860  153856   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分18秒   999    103182  180.00   40.00    0.00    0.00  220.00     3  91350.00      0.00 2719192  154808   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分19秒   999    103182  177.00   34.00    0.00    0.00  211.00     3  86625.00      0.00 2718356  152104   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分20秒   999    103182  177.00   40.00    0.00    0.00  217.00     3  89779.00      0.00 2723580  156436   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分21秒   999    103182  178.00   35.00    0.00    0.00  213.00     3  78848.00      0.00 2718692  150148   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分22秒   999    103182  181.00   33.00    0.00    0.00  214.00     3  92955.00      0.00 2720336  151760   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分23秒   999    103182  181.00   36.00    0.00    0.00  217.00     3  85620.00      0.00 2720412  155592   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分24秒   999    103182  171.00   43.00    0.00    0.00  214.00     3  86054.00      0.00 2721980  156048   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分25秒   999    103182  177.00   35.00    0.00    0.00  212.00     3  78543.00      0.00 2718124  152832   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分26秒   999    103182  173.00   39.00    0.00    0.00  212.00     3  78475.00      0.00 2719112  153016   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分27秒   999    103182  172.00   44.00    0.00    0.00  216.00     3  84014.00      0.00 2715732  150248   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分28秒   999    103182  179.00   36.00    0.00    0.00  215.00     3  83262.00      0.00 2721884  154568   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02时44分29秒   999    103182  178.00   37.00    0.00    0.00  215.00     3  83513.00      0.00 2724740  157244   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
