Linux 6.6.30+ (kylin) 	2026年07月20日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分15秒   999     58112   11.00    4.00    0.00    0.00   15.00     1    828.00      0.00 2670224  121404   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分16秒   999     58112  262.00   88.00    0.00    0.00  350.00     1  46013.00      0.00 2714160  155596   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分17秒   999     58112  261.00  114.00    0.00    0.00  375.00     1  15727.00      0.00 2712952  155688   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分18秒   999     58112  254.00  115.00    0.00    0.00  369.00     1   6238.00      0.00 2710956  154320   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分19秒   999     58112  264.00  110.00    0.00    0.00  374.00     1   6468.00      0.00 2710956  154212   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分20秒   999     58112  255.00  111.00    0.00    0.00  366.00     1   3677.00      0.00 2711596  155656   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分21秒   999     58112  257.00  114.00    0.00    0.00  371.00     1   1843.00      0.00 2710204  154712   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分22秒   999     58112  254.00  112.00    0.00    0.00  366.00     1   1964.00      0.00 2711740  156060   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分23秒   999     58112  259.00  109.00    0.00    0.00  368.00     1   2181.00      0.00 2712156  155624   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分24秒   999     58112  256.00  115.00    0.00    0.00  371.00     1   1867.00      0.00 2709532  154456   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分25秒   999     58112  253.00  115.00    0.00    0.00  368.00     1   1724.00      0.00 2710044  154316   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分26秒   999     58112  262.00  106.00    0.00    0.00  368.00     1   1872.00      0.00 2709900  154576   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分27秒   999     58112  260.00  110.00    0.00    0.00  370.00     1   2449.00      0.00 2710924  154840   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分28秒   999     58112  251.00  110.00    0.00    0.00  361.00     1   1568.00      0.00 2709900  154584   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分29秒   999     58112  250.00  115.00    0.00    0.00  365.00     1   1781.00      0.00 2711884  155348   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分30秒   999     58112  256.00  109.00    0.00    0.00  365.00     1    818.00      0.00 2710860  155964   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11时30分31秒   999     58112  251.00  114.00    0.00    0.00  365.00     1    999.00      0.00 2709988  154660   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
