Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分08秒   999    111034    3.00    1.00    0.00    0.00    4.00     2     65.00      0.00 2667912  118256   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分09秒   999    111034   63.00   17.00    0.00    0.00   80.00     2    271.00      0.00 2668424  118556   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分10秒   999    111034   38.00   17.00    0.00    0.00   55.00     2      0.00      0.00 2667472  118180   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分11秒   999    111034   43.00   12.00    0.00    0.00   55.00     2      0.00      0.00 2667472  118180   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分12秒   999    111034   44.00   10.00    0.00    0.00   54.00     2     22.00      0.00 2667984  118180   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分13秒   999    111034   45.00   10.00    0.00    0.00   55.00     2    118.00      0.00 2667984  118564   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分14秒   999    111034   38.00   16.00    0.00    0.00   54.00     2      0.00      0.00 2667984  118564   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分15秒   999    111034   43.00   12.00    0.00    0.00   55.00     2     51.00      0.00 2668496  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分16秒   999    111034   44.00    9.00    0.00    0.00   53.00     2      0.00      0.00 2667984  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分17秒   999    111034   43.00   12.00    0.00    0.00   55.00     2      0.00      0.00 2667984  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分18秒   999    111034   41.00   13.00    0.00    0.00   54.00     2      5.00      0.00 2667984  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分19秒   999    111034   43.00   12.00    0.00    0.00   55.00     2      0.00      0.00 2667984  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分20秒   999    111034   40.00   15.00    0.00    0.00   55.00     2      0.00      0.00 2667984  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分21秒   999    111034   41.00   14.00    0.00    0.00   55.00     2      0.00      0.00 2667984  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分22秒   999    111034   44.00   11.00    0.00    0.00   55.00     2     17.00      0.00 2668496  118692   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分23秒   999    111034   44.00   12.00    0.00    0.00   56.00     2    155.00      0.00 2668496  119076   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10时18分24秒   999    111034   44.00   10.00    0.00    0.00   54.00     2      0.00      0.00 2668496  119076   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
