Linux 6.6.30+ (kylin) 	2026年07月16日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分29秒   999     73890   31.00   10.00    0.00    0.00   41.00     2   1120.00      0.00 2677824  118516   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分30秒   999     73890  243.00   81.00    0.00    0.00  324.00     2  45261.00      0.00 2719188  151172   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分31秒   999     73890  266.00  111.00    0.00    0.00  377.00     2  13724.00      0.00 2718060  151308   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分32秒   999     73890  253.00  119.00    0.00    0.00  372.00     2   6917.00      0.00 2717180  150420   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分33秒   999     73890  266.00  109.00    0.00    0.00  375.00     2   5430.00      0.00 2717180  150552   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分34秒   999     73890  262.00  107.00    0.00    0.00  369.00     2   3134.00      0.00 2717228  151232   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分35秒   999     73890  252.00  118.00    0.00    0.00  370.00     2   2263.00      0.00 2716716  150556   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分36秒   999     73890  257.00  110.00    0.00    0.00  367.00     2   2562.00      0.00 2716988  151040   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分37秒   999     73890  251.00  114.00    0.00    0.00  365.00     2   2618.00      0.00 2716112  150952   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分38秒   999     73890  251.00  116.00    0.00    0.00  367.00     2   1504.00      0.00 2716480  151356   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分39秒   999     73890  262.00  101.00    0.00    0.00  363.00     2   2442.00      0.00 2718016  153492   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分40秒   999     73890  259.00  104.00    0.00    0.00  363.00     2   1715.00      0.00 2716480  152120   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分41秒   999     73890  257.00  107.00    0.00    0.00  364.00     2   1392.00      0.00 2717728  152516   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分42秒   999     73890  253.00  112.00    0.00    0.00  365.00     2   1000.00      0.00 2718240  153160   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分43秒   999     73890  260.00  103.00    0.00    0.00  363.00     2    831.00      0.00 2715768  151892   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分44秒   999     73890  252.00  114.00    0.00    0.00  366.00     2   1402.00      0.00 2716280  152456   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08时31分45秒   999     73890  260.00  103.00    0.00    0.00  363.00     2    787.00      0.00 2716552  152932   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
