Linux 6.6.30+ (kylin) 	2026年07月20日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分26秒   999     90381    0.00    2.97    0.00    0.00    2.97     2     86.14      0.00 2666924  118544   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分27秒   999     90381   67.00   13.00    0.00    0.00   80.00     2    203.00      0.00 2667436  118884   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分28秒   999     90381   43.00   13.00    0.00    0.00   56.00     2      0.00      0.00 2666924  118604   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分29秒   999     90381   43.00   12.00    0.00    0.00   55.00     2     10.00      0.00 2666924  118604   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分30秒   999     90381   42.00   14.00    0.00    0.00   56.00     2      0.00      0.00 2666924  118604   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分31秒   999     90381   39.00   16.00    0.00    0.00   55.00     2     15.00      0.00 2666924  118604   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分32秒   999     90381   42.00   15.00    0.00    0.00   57.00     2      0.00      0.00 2666924  118604   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分33秒   999     90381   42.00   13.00    0.00    0.00   55.00     2     14.00      0.00 2666924  118732   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分34秒   999     90381   43.00   12.00    0.00    0.00   55.00     2      0.00      0.00 2666924  118732   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分35秒   999     90381   43.00   12.00    0.00    0.00   55.00     2      0.00      0.00 2666924  118732   0.36  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分36秒   999     90381   41.00   15.00    0.00    0.00   56.00     2     51.00      0.00 2667436  118860   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分37秒   999     90381   46.00    9.00    0.00    0.00   55.00     2      0.00      0.00 2667436  118860   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分38秒   999     90381   37.00   17.00    0.00    0.00   54.00     2      0.00      0.00 2667436  118860   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分39秒   999     90381   41.00   13.00    0.00    0.00   54.00     2      0.00      0.00 2667436  118860   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分40秒   999     90381   45.00   10.00    0.00    0.00   55.00     2      0.00      0.00 2667436  118860   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分41秒   999     90381   37.00   17.00    0.00    0.00   54.00     2    100.00      0.00 2667436  118988   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
13时00分42秒   999     90381   45.00    9.00    0.00    0.00   54.00     2     11.00      0.00 2667436  118988   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
