Linux 6.6.30+ (kylin) 	2026年07月14日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分30秒   999     42519   63.00   12.00    0.00    0.00   75.00     1  13622.00      0.00 2726656  168344   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分31秒   999     42519  246.00   54.00    0.00    0.00  300.00     1  72935.00      0.00 2745972  172968   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分32秒   999     42519  258.00   71.00    0.00    0.00  329.00     1 131111.00      0.00 2746400  176656   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分33秒   999     42519  258.00   76.00    0.00    0.00  334.00     1 128494.00      0.00 2750656  175752   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分34秒   999     42519  264.00   70.00    0.00    0.00  334.00     1 123657.00      0.00 2748924  178088   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分35秒   999     42519  267.00   71.00    0.00    0.00  338.00     1 111933.00      0.00 2747608  172492   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分36秒   999     42519  266.00   68.00    0.00    0.00  334.00     1 109659.00      0.00 2746988  175472   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分37秒   999     42519  263.00   68.00    0.00    0.00  331.00     1 110031.00      0.00 2753148  179636   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分38秒   999     42519  265.00   72.00    0.00    0.00  337.00     1 106228.00      0.00 2747188  175648   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分39秒   999     42519  265.00   68.00    0.00    0.00  333.00     1 114235.00      0.00 2750628  179360   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分40秒   999     42519  269.00   66.00    0.00    0.00  335.00     1 104747.00      0.00 2747440  178456   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分41秒   999     42519  265.00   71.00    0.00    0.00  336.00     1 106955.00      0.00 2745392  174428   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分42秒   999     42519  259.00   73.00    0.00    0.00  332.00     1 113380.00      0.00 2751556  175268   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分43秒   999     42519  268.00   69.00    0.00    0.00  337.00     1 115788.00      0.00 2751236  181656   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分44秒   999     42519  263.00   69.00    0.00    0.00  332.00     1 117365.00      0.00 2751124  180596   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分45秒   999     42519  264.00   65.00    0.00    0.00  329.00     1 101966.00      0.00 2751824  181712   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分46秒   999     42519  256.00   79.00    0.00    0.00  335.00     1 109847.00      0.00 2752128  176736   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分47秒   999     42519  263.00   74.00    0.00    0.00  337.00     1 112912.00      0.00 2752932  184016   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分48秒   999     42519  265.00   62.00    0.00    0.00  327.00     1  98666.00      0.00 2746372  180560   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分49秒   999     42519  273.00   56.00    0.00    0.00  329.00     1  95578.00      0.00 2746676  180340   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分50秒   999     42519  269.00   60.00    0.00    0.00  329.00     1 108612.00      0.00 2752856  179688   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分51秒   999     42519  266.00   68.00    0.00    0.00  334.00     1  95583.00      0.00 2752100  177072   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分52秒   999     42519  266.00   68.00    0.00    0.00  334.00     1 107520.00      0.00 2751088  180380   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分53秒   999     42519  267.00   64.00    0.00    0.00  331.00     1 103665.00      0.00 2747468  176416   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分54秒   999     42519  269.00   64.00    0.00    0.00  333.00     1  99880.00      0.00 2754804  182412   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分55秒   999     42519  263.00   70.00    0.00    0.00  333.00     1 104075.00      0.00 2745476  178212   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分56秒   999     42519  260.00   67.00    0.00    0.00  327.00     1 105132.00      0.00 2749964  174800   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分57秒   999     42519  266.00   72.00    0.00    0.00  338.00     1 114832.00      0.00 2752024  176256   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分58秒   999     42519  270.00   65.00    0.00    0.00  335.00     1 116650.00      0.00 2753752  180796   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时32分59秒   999     42519  262.00   71.00    0.00    0.00  333.00     1 110964.00      0.00 2755580  179236   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分00秒   999     42519  250.00   77.00    0.00    0.00  327.00     1  95665.00      0.00 2746316  178664   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分01秒   999     42519  277.00   61.00    0.00    0.00  338.00     1 103264.00      0.00 2753424  173408   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分02秒   999     42519  267.00   69.00    0.00    0.00  336.00     1 100711.00      0.00 2758712  182768   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分03秒   999     42519  266.00   58.00    0.00    0.00  324.00     1  90688.00      0.00 2754372  179868   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分04秒   999     42519  274.00   62.00    0.00    0.00  336.00     1 102720.00      0.00 2747908  171072   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分05秒   999     42519  264.00   66.00    0.00    0.00  330.00     1  97884.00      0.00 2757420  181268   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分06秒   999     42519  268.00   59.00    0.00    0.00  327.00     1  96176.00      0.00 2745236  177016   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分07秒   999     42519  264.00   67.00    0.00    0.00  331.00     1 107602.00      0.00 2750456  175128   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分08秒   999     42519  266.00   61.00    0.00    0.00  327.00     1 104980.00      0.00 2752524  180600   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分09秒   999     42519  254.00   76.00    0.00    0.00  330.00     1  99981.00      0.00 2750436  176872   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分10秒   999     42519  269.00   63.00    0.00    0.00  332.00     1  98863.00      0.00 2748340  177852   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分11秒   999     42519  266.00   66.00    0.00    0.00  332.00     1  99748.00      0.00 2756456  184520   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
04时33分12秒   999     42519  272.00   61.00    0.00    0.00  333.00     1 105286.00      0.00 2749188  178660   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
