Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时08分58秒   999    135134   56.00   14.00    0.00    0.00   70.00     1    824.00      0.00 2674188  120284   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时08分59秒   999    135134  181.00   36.00    0.00    0.00  217.00     1  44382.00      0.00 2711936  148484   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分00秒   999    135134  176.00   37.00    0.00    0.00  213.00     1  74083.00      0.00 2713568  152788   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分01秒   999    135134  168.00   39.00    0.00    0.00  207.00     1  78011.00      0.00 2709284  149228   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分02秒   999    135134  173.00   32.00    0.00    0.00  205.00     1  79514.00      0.00 2709116  150224   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分03秒   999    135134  168.00   41.00    0.00    0.00  209.00     1  74490.00      0.00 2727336  158352   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分04秒   999    135134  176.00   32.00    0.00    0.00  208.00     1  70804.00      0.00 2727060  157748   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分05秒   999    135134  174.00   34.00    0.00    0.00  208.00     1  68500.00      0.00 2720216  157908   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分06秒   999    135134  164.00   45.00    0.00    0.00  209.00     1  76343.00      0.00 2722736  160140   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分07秒   999    135134  166.00   42.00    0.00    0.00  208.00     1  73618.00      0.00 2721220  161524   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分08秒   999    135134  170.00   39.00    0.00    0.00  209.00     1  75583.00      0.00 2723452  156864   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分09秒   999    135134  169.00   36.00    0.00    0.00  205.00     1  72887.00      0.00 2718852  157416   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分10秒   999    135134  169.00   41.00    0.00    0.00  210.00     1  77347.00      0.00 2731748  161128   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分11秒   999    135134  178.00   34.00    0.00    0.00  212.00     1  74080.00      0.00 2726568  162764   0.50  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分12秒   999    135134  175.00   34.00    0.00    0.00  209.00     1  75474.00      0.00 2723824  158944   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分13秒   999    135134  172.00   36.00    0.00    0.00  208.00     1  77241.00      0.00 2719420  159868   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时09分14秒   999    135134  170.00   39.00    0.00    0.00  209.00     1  82659.00      0.00 2727816  159956   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
