env,core,iter,bench,variant,value,unit
n90-nvhe-noLSM-full,0,1,lat_syscall,null,0.1028,us
n90-nvhe-noLSM-full,0,1,lat_syscall,read,0.1640,us
n90-nvhe-noLSM-full,0,1,lat_syscall,write,0.1396,us
n90-nvhe-noLSM-full,0,1,lat_syscall,stat,0.9552,us
n90-nvhe-noLSM-full,0,1,lat_syscall,fstat,0.2275,us
n90-nvhe-noLSM-full,0,1,lat_syscall,open,1.4805,us
n90-nvhe-noLSM-full,0,1,lat_select,file_n10,0.2960,us
n90-nvhe-noLSM-full,0,1,lat_select,file_n100,1.3743,us
n90-nvhe-noLSM-full,0,1,lat_select,file_n250,3.1159,us
n90-nvhe-noLSM-full,0,1,lat_select,file_n500,6.1295,us
n90-nvhe-noLSM-full,0,1,lat_select,tcp_n10,0.3404,us
n90-nvhe-noLSM-full,0,1,lat_select,tcp_n100,3.3068,us
n90-nvhe-noLSM-full,0,1,lat_select,tcp_n250,8.2211,us
n90-nvhe-noLSM-full,0,1,lat_select,tcp_n500,16.5805,us
n90-nvhe-noLSM-full,0,1,lat_sig,install,0.1462,us
n90-nvhe-noLSM-full,0,1,lat_sig,catch,0.9054,us
n90-nvhe-noLSM-full,0,1,lat_sig,prot,0.1671,us
n90-nvhe-noLSM-full,0,1,lat_pipe,rt,5.5893,us
n90-nvhe-noLSM-full,0,1,lat_unix,rt,10.6837,us
n90-nvhe-noLSM-full,0,1,lat_proc,fork,135.1687,us
n90-nvhe-noLSM-full,0,1,lat_proc,exec,372.7241,us
n90-nvhe-noLSM-full,0,1,lat_proc,shell,782.2857,us
n90-nvhe-noLSM-full,0,1,lat_ops,integer_bit,0.39,ns
n90-nvhe-noLSM-full,0,1,lat_ops,integer_add,0.28,ns
n90-nvhe-noLSM-full,0,1,lat_ops,integer_mul,1.13,ns
n90-nvhe-noLSM-full,0,1,lat_ops,integer_div,4.45,ns
n90-nvhe-noLSM-full,0,1,lat_ops,integer_mod,4.61,ns
n90-nvhe-noLSM-full,0,1,lat_ops,int64_bit,0.39,ns
n90-nvhe-noLSM-full,0,1,lat_ops,uint64_add,0.28,ns
n90-nvhe-noLSM-full,0,1,lat_ops,int64_mul,2.27,ns
n90-nvhe-noLSM-full,0,1,lat_ops,int64_div,3.61,ns
n90-nvhe-noLSM-full,0,1,lat_ops,int64_mod,5.72,ns
n90-nvhe-noLSM-full,0,1,lat_ops,float_add,1.11,ns
n90-nvhe-noLSM-full,0,1,lat_ops,float_mul,1.67,ns
n90-nvhe-noLSM-full,0,1,lat_ops,float_div,4.45,ns
n90-nvhe-noLSM-full,0,1,lat_ops,double_add,1.11,ns
n90-nvhe-noLSM-full,0,1,lat_ops,double_mul,1.67,ns
n90-nvhe-noLSM-full,0,1,lat_ops,double_div,6.67,ns
n90-nvhe-noLSM-full,0,1,lat_ops,float_bogomflops,1.44,ns
n90-nvhe-noLSM-full,0,1,lat_ops,double_bogomflops,2.80,ns
n90-nvhe-noLSM-full,0,1,par_ops,integer_bit,2.78,parallel
n90-nvhe-noLSM-full,0,1,par_ops,integer_add,1.71,parallel
n90-nvhe-noLSM-full,0,1,par_ops,integer_mul,2.10,parallel
n90-nvhe-noLSM-full,0,1,par_ops,integer_div,1.00,parallel
n90-nvhe-noLSM-full,0,1,par_ops,integer_mod,1.33,parallel
n90-nvhe-noLSM-full,0,1,par_ops,int64_bit,1.89,parallel
n90-nvhe-noLSM-full,0,1,par_ops,int64_add,1.65,parallel
n90-nvhe-noLSM-full,0,1,par_ops,int64_mul,1.38,parallel
n90-nvhe-noLSM-full,0,1,par_ops,int64_div,1.00,parallel
n90-nvhe-noLSM-full,0,1,par_ops,int64_mod,1.67,parallel
n90-nvhe-noLSM-full,0,1,par_ops,float_add,4.00,parallel
n90-nvhe-noLSM-full,0,1,par_ops,float_mul,5.82,parallel
n90-nvhe-noLSM-full,0,1,par_ops,float_div,5.33,parallel
n90-nvhe-noLSM-full,0,1,par_ops,double_add,4.00,parallel
n90-nvhe-noLSM-full,0,1,par_ops,double_mul,5.82,parallel
n90-nvhe-noLSM-full,0,1,par_ops,double_div,2.40,parallel
n90-nvhe-noLSM-full,0,1,lmdd,file_write_bw,1097626,KB/s
n90-nvhe-noLSM-full,0,1,lat_pagefault,minor,0.2600,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz0.524288MB,7.616,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz1.048576MB,12,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz2.097152MB,21,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz4.194304MB,35,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz8.388608MB,64,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz16.777216MB,121,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz33.554432MB,239,us
n90-nvhe-noLSM-full,0,1,lat_mmap,sz67.108864MB,474,us
n90-nvhe-noLSM-full,0,1,lat_fs,sz0K_niters,1022,count
n90-nvhe-noLSM-full,0,1,lat_fs,sz0K_create,94973,ops/s
n90-nvhe-noLSM-full,0,1,lat_fs,sz0K_unlink,154844,ops/s
n90-nvhe-noLSM-full,0,1,lat_fs,sz1K_niters,733,count
n90-nvhe-noLSM-full,0,1,lat_fs,sz1K_create,67118,ops/s
n90-nvhe-noLSM-full,0,1,lat_fs,sz1K_unlink,112800,ops/s
n90-nvhe-noLSM-full,0,1,lat_fs,sz4K_niters,702,count
n90-nvhe-noLSM-full,0,1,lat_fs,sz4K_create,66572,ops/s
