Linux 6.6.30+ (kylin) 	2026年07月17日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分01秒   999     55690   58.00   14.00    0.00    0.00   72.00     2  14855.00      0.00 2741412  172396   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分02秒   999     55690  225.00   62.00    0.00    0.00  287.00     2  62550.00      0.00 2749508  179140   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分03秒   999     55690  269.00   66.00    0.00    0.00  335.00     2 110679.00      0.00 2759084  176680   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分04秒   999     55690  283.00   62.00    0.00    0.00  345.00     2 130000.00      0.00 2754228  173864   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分05秒   999     55690  264.00   69.00    0.00    0.00  333.00     2 128706.00      0.00 2761936  183072   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分06秒   999     55690  266.00   68.00    0.00    0.00  334.00     2 118292.00      0.00 2749576  177964   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分07秒   999     55690  270.00   69.00    0.00    0.00  339.00     2 105259.00      0.00 2750776  172248   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分08秒   999     55690  274.00   60.00    0.00    0.00  334.00     2 107055.00      0.00 2760632  184624   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分09秒   999     55690  275.00   59.00    0.00    0.00  334.00     2 104932.00      0.00 2757880  178328   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分10秒   999     55690  265.00   72.00    0.00    0.00  337.00     2 104724.00      0.00 2755648  182152   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分11秒   999     55690  274.00   64.00    0.00    0.00  338.00     2 110495.00      0.00 2760864  182424   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分12秒   999     55690  267.00   71.00    0.00    0.00  338.00     2 116607.00      0.00 2760012  183996   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分13秒   999     55690  274.00   59.00    0.00    0.00  333.00     2 100470.00      0.00 2748792  180404   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分14秒   999     55690  274.00   64.00    0.00    0.00  338.00     2 113142.00      0.00 2756068  177200   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分15秒   999     55690  271.00   68.00    0.00    0.00  339.00     2 109245.00      0.00 2751112  176420   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分16秒   999     55690  278.00   60.00    0.00    0.00  338.00     2 119458.00      0.00 2753360  178836   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分17秒   999     55690  272.00   68.00    0.00    0.00  340.00     2 123985.00      0.00 2755720  175868   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分18秒   999     55690  265.00   70.00    0.00    0.00  335.00     2 126967.00      0.00 2752592  178720   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分19秒   999     55690  270.00   67.00    0.00    0.00  337.00     2 119103.00      0.00 2757156  180760   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分20秒   999     55690  266.00   66.00    0.00    0.00  332.00     2 117748.00      0.00 2753292  181076   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分21秒   999     55690  262.00   78.00    0.00    0.00  340.00     2 124746.00      0.00 2758176  186744   0.57  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分22秒   999     55690  268.00   74.00    0.00    0.00  342.00     2 122896.00      0.00 2758144  178112   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分23秒   999     55690  274.00   66.00    0.00    0.00  340.00     2 124878.00      0.00 2754176  175908   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分24秒   999     55690  265.00   71.00    0.00    0.00  336.00     2 121161.00      0.00 2752000  178264   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分25秒   999     55690  271.00   63.00    0.00    0.00  334.00     2 121615.00      0.00 2749900  175824   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分26秒   999     55690  269.00   74.00    0.00    0.00  343.00     2 119790.00      0.00 2756212  178276   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分27秒   999     55690  273.00   68.00    0.00    0.00  341.00     2 114958.00      0.00 2752348  177884   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分28秒   999     55690  268.00   71.00    0.00    0.00  339.00     2 121629.00      0.00 2759408  181892   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分29秒   999     55690  280.00   61.00    0.00    0.00  341.00     2 114809.00      0.00 2760420  180504   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分30秒   999     55690  268.00   69.00    0.00    0.00  337.00     2 115056.00      0.00 2754416  174548   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分31秒   999     55690  268.00   70.00    0.00    0.00  338.00     2 115627.00      0.00 2754072  178196   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分32秒   999     55690  276.00   61.00    0.00    0.00  337.00     2 108627.00      0.00 2759440  179668   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分33秒   999     55690  271.00   69.00    0.00    0.00  340.00     2 112919.00      0.00 2749008  170852   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分34秒   999     55690  271.00   68.00    0.00    0.00  339.00     2 121702.00      0.00 2755180  181412   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分35秒   999     55690  267.00   63.00    0.00    0.00  330.00     2 108867.00      0.00 2756280  181408   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分36秒   999     55690  279.00   61.00    0.00    0.00  340.00     2 108154.00      0.00 2752728  176844   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分37秒   999     55690  272.00   65.00    0.00    0.00  337.00     2 118776.00      0.00 2752860  179480   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分38秒   999     55690  272.00   63.00    0.00    0.00  335.00     2 118272.00      0.00 2755020  177028   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分39秒   999     55690  278.00   65.00    0.00    0.00  343.00     2 120903.00      0.00 2755288  171516   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分40秒   999     55690  282.00   60.00    0.00    0.00  342.00     2 120920.00      0.00 2751160  177788   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分41秒   999     55690  274.00   69.00    0.00    0.00  343.00     2 121805.00      0.00 2756000  174484   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分42秒   999     55690  274.00   66.00    0.00    0.00  340.00     2 121887.00      0.00 2752520  174936   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分43秒   999     55690  276.00   61.00    0.00    0.00  337.00     2 115215.00      0.00 2754768  175992   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分44秒   999     55690  267.00   74.00    0.00    0.00  341.00     2 139210.00      0.00 2752796  179912   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分45秒   999     55690  269.00   69.00    0.00    0.00  338.00     2 131396.00      0.00 2757316  178448   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分46秒   999     55690  279.00   60.00    0.00    0.00  339.00     2 125030.00      0.00 2755840  180660   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分47秒   999     55690  269.00   69.00    0.00    0.00  338.00     2 123860.00      0.00 2753480  179708   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分48秒   999     55690  269.00   75.00    0.00    0.00  344.00     2 124887.00      0.00 2749744  177176   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分49秒   999     55690  271.00   69.00    0.00    0.00  340.00     2 126420.00      0.00 2754380  176912   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分50秒   999     55690  264.00   68.00    0.00    0.00  332.00     2 124872.00      0.00 2755800  174208   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分51秒   999     55690  267.00   76.00    0.00    0.00  343.00     2 124176.00      0.00 2756564  176704   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分52秒   999     55690  277.00   65.00    0.00    0.00  342.00     2 126433.00      0.00 2751936  173964   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分53秒   999     55690  270.00   72.00    0.00    0.00  342.00     2 123777.00      0.00 2746836  171520   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分54秒   999     55690  270.00   69.00    0.00    0.00  339.00     2 119308.00      0.00 2764824  183568   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分55秒   999     55690  278.00   67.00    0.00    0.00  345.00     2 126600.00      0.00 2752900  174288   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分56秒   999     55690  273.00   67.00    0.00    0.00  340.00     2 124868.00      0.00 2753792  181608   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分57秒   999     55690  266.00   71.00    0.00    0.00  337.00     2 128864.00      0.00 2754280  176140   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分58秒   999     55690  268.00   68.00    0.00    0.00  336.00     2 135056.00      0.00 2756524  181068   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时41分59秒   999     55690  274.00   65.00    0.00    0.00  339.00     2 132651.00      0.00 2748104  177280   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分00秒   999     55690  276.00   64.00    0.00    0.00  340.00     2 128509.00      0.00 2755072  179220   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分01秒   999     55690  280.00   63.00    0.00    0.00  343.00     2 120647.00      0.00 2755012  175560   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分02秒   999     55690  262.00   72.00    0.00    0.00  334.00     2 127623.00      0.00 2753056  174824   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分03秒   999     55690  282.00   61.00    0.00    0.00  343.00     2 132836.00      0.00 2752340  170432   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分04秒   999     55690  270.00   74.00    0.00    0.00  344.00     2 132692.00      0.00 2749084  176648   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分05秒   999     55690  258.00   80.00    0.00    0.00  338.00     2 128037.00      0.00 2759728  182512   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分06秒   999     55690  266.00   71.00    0.00    0.00  337.00     2 118556.00      0.00 2744008  170120   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分07秒   999     55690  277.00   61.00    0.00    0.00  338.00     2 116813.00      0.00 2751124  173660   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分08秒   999     55690  276.00   68.00    0.00    0.00  344.00     2 121854.00      0.00 2750892  174672   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分09秒   999     55690  272.00   74.00    0.00    0.00  346.00     2 123959.00      0.00 2749104  172844   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分10秒   999     55690  275.00   68.00    0.00    0.00  343.00     2 123214.00      0.00 2751468  175424   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分11秒   999     55690  269.00   69.00    0.00    0.00  338.00     2 117124.00      0.00 2754608  180324   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分12秒   999     55690  282.00   63.00    0.00    0.00  345.00     2 125526.00      0.00 2755076  171396   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分13秒   999     55690  273.00   70.00    0.00    0.00  343.00     2 120421.00      0.00 2754320  178392   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时42分14秒   999     55690  276.00   64.00    0.00    0.00  340.00     2 122644.00      0.00 2755200  175908   0.54  beam.smp

