Linux 6.6.30+ (kylin) 	2026年07月21日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分52秒   999    136412   52.00   15.00    0.00    0.00   67.00     2   1734.00      0.00 2679920  121956   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分53秒   999    136412  174.00   42.00    0.00    0.00  216.00     2  59066.00      0.00 2715424  147888   0.45  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分54秒   999    136412  181.00   38.00    0.00    0.00  219.00     2  79722.00      0.00 2730436  160584   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分55秒   999    136412  177.00   38.00    0.00    0.00  215.00     2  75384.00      0.00 2719156  152644   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分56秒   999    136412  173.00   44.00    0.00    0.00  217.00     2  79585.00      0.00 2726252  154928   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分57秒   999    136412  173.00   38.00    0.00    0.00  211.00     2  82218.00      0.00 2723500  153320   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分58秒   999    136412  184.00   33.00    0.00    0.00  217.00     2  86091.00      0.00 2715332  149656   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时58分59秒   999    136412  177.00   39.00    0.00    0.00  216.00     2  77047.00      0.00 2724068  156004   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分00秒   999    136412  178.00   35.00    0.00    0.00  213.00     2  77301.00      0.00 2727268  157436   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分01秒   999    136412  179.00   41.00    0.00    0.00  220.00     2  84235.00      0.00 2723780  156004   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分02秒   999    136412  180.00   35.00    0.00    0.00  215.00     2  85739.00      0.00 2721420  153292   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分03秒   999    136412  171.00   41.00    0.00    0.00  212.00     2  83411.00      0.00 2729620  159740   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分04秒   999    136412  180.00   40.00    0.00    0.00  220.00     2  82108.00      0.00 2724272  156708   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分05秒   999    136412  172.00   43.00    0.00    0.00  215.00     2  87889.00      0.00 2725560  157700   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分06秒   999    136412  182.00   37.00    0.00    0.00  219.00     2  86647.00      0.00 2720124  156440   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分07秒   999    136412  176.00   36.00    0.00    0.00  212.00     2  80918.00      0.00 2719652  155776   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
19时59分08秒   999    136412  182.00   35.00    0.00    0.00  217.00     2  83051.00      0.00 2727164  158180   0.49  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
