Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分13秒   999    130893   54.00   15.00    0.00    0.00   69.00     2   3920.00      0.00 2689600  129452   0.40  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分14秒   999    130893  176.00   37.00    0.00    0.00  213.00     2  72048.00      0.00 2720808  151740   0.46  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分15秒   999    130893  179.00   33.00    0.00    0.00  212.00     2  87680.00      0.00 2721436  156588   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分16秒   999    130893  182.00   30.00    0.00    0.00  212.00     2  83400.00      0.00 2717980  152500   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分17秒   999    130893  181.00   35.00    0.00    0.00  216.00     2  85084.00      0.00 2720992  155252   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分18秒   999    130893  178.00   38.00    0.00    0.00  216.00     2  90568.00      0.00 2728384  158456   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分19秒   999    130893  176.00   36.00    0.00    0.00  212.00     2  91047.00      0.00 2725608  158228   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分20秒   999    130893  179.00   34.00    0.00    0.00  213.00     2  95965.00      0.00 2718084  155780   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分21秒   999    130893  180.00   36.00    0.00    0.00  216.00     2  92391.00      0.00 2719892  156932   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分22秒   999    130893  172.00   39.00    0.00    0.00  211.00     2  86083.00      0.00 2723204  155976   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分23秒   999    130893  181.00   30.00    0.00    0.00  211.00     2  95467.00      0.00 2727120  157636   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分24秒   999    130893  174.00   42.00    0.00    0.00  216.00     2  94495.00      0.00 2721100  156084   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分25秒   999    130893  184.00   31.00    0.00    0.00  215.00     2  90912.00      0.00 2723268  154672   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分26秒   999    130893  174.00   39.00    0.00    0.00  213.00     2  92614.00      0.00 2722904  156488   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分27秒   999    130893  177.00   37.00    0.00    0.00  214.00     2  89053.00      0.00 2723080  156984   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分28秒   999    130893  182.00   32.00    0.00    0.00  214.00     2  95706.00      0.00 2728884  155876   0.48  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
14时49分29秒   999    130893  173.00   38.00    0.00    0.00  211.00     2  93677.00      0.00 2722104  154952   0.47  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
