Linux 6.6.30+ (kylin) 	2026年07月18日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分27秒   999     29049   56.00   18.00    0.00    0.00   74.00     0  15259.00      0.00 2735268  174484   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分28秒   999     29049  233.00   66.00    0.00    0.00  299.00     0  62014.00      0.00 2736580  170820   0.52  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分29秒   999     29049  259.00   66.00    0.00    0.00  325.00     0 115905.00      0.00 2751440  175540   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分30秒   999     29049  264.00   69.00    0.00    0.00  333.00     0 116343.00      0.00 2754480  177964   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分31秒   999     29049  254.00   73.00    0.00    0.00  327.00     0 113739.00      0.00 2751732  181708   0.56  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分32秒   999     29049  266.00   69.00    0.00    0.00  335.00     0 122637.00      0.00 2758120  173656   0.53  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分33秒   999     29049  251.00   68.00    0.00    0.00  319.00     0 109023.00      0.00 2741856  176468   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分34秒   999     29049  275.00   59.00    0.00    0.00  334.00     0 125516.00      0.00 2751048  177848   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分35秒   999     29049  265.00   69.00    0.00    0.00  334.00     0 128402.00      0.00 2754444  180412   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分36秒   999     29049  267.00   68.00    0.00    0.00  335.00     0 131098.00      0.00 2753144  177144   0.54  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分37秒   999     29049  263.00   68.00    0.00    0.00  331.00     0 125441.00      0.00 2757712  181064   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
15时25分38秒   999     29049  259.00   75.00    0.00    0.00  334.00     0 118080.00      0.00 2758948  179468   0.55  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
