Linux 6.6.30+ (kylin) 	2026年07月20日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分43秒   999    103833   23.00    5.00    0.00    0.00   28.00     0     61.00      0.00 2669712  120092   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分44秒   999    103833   47.00   12.00    0.00    0.00   59.00     0      7.00      0.00 2667736  119716   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分45秒   999    103833   43.00   12.00    0.00    0.00   55.00     0     24.00      0.00 2668248  119716   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分46秒   999    103833   44.00   10.00    0.00    0.00   54.00     0     16.00      0.00 2668248  119716   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分47秒   999    103833   41.00   13.00    0.00    0.00   54.00     0     17.00      0.00 2668248  119716   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分48秒   999    103833   43.00   13.00    0.00    0.00   56.00     0     81.00      0.00 2668248  120100   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分49秒   999    103833   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2668248  120100   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分50秒   999    103833   41.00   14.00    0.00    0.00   55.00     0     15.00      0.00 2668248  120100   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分51秒   999    103833   42.00   12.00    0.00    0.00   54.00     0      0.00      0.00 2668248  120100   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分52秒   999    103833   39.00   15.00    0.00    0.00   54.00     0      2.00      0.00 2668248  120100   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分53秒   999    103833   45.00   10.00    0.00    0.00   55.00     0     20.00      0.00 2668248  120228   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分54秒   999    103833   42.00   13.00    0.00    0.00   55.00     0     13.00      0.00 2668248  120228   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分55秒   999    103833   45.00    8.00    0.00    0.00   53.00     0      1.00      0.00 2668248  120228   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分56秒   999    103833   44.00   10.00    0.00    0.00   54.00     0     12.00      0.00 2668248  120228   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分57秒   999    103833   42.00   13.00    0.00    0.00   55.00     0      2.00      0.00 2668248  120228   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分58秒   999    103833   43.00   11.00    0.00    0.00   54.00     0     52.00      0.00 2667736  120316   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
20时48分59秒   999    103833   42.00   13.00    0.00    0.00   55.00     0      0.00      0.00 2667736  120316   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
