block_id,task_index,mode_label,cpu_target,freq_before_khz,freq_after_khz,thermal_before_mc,thermal_after_mc,thermal_detail_before,thermal_detail_after,reject_reason,thermal_gate_max_mc,thermal_gate_start_mc,thermal_wait_sec,thermal_gate_ready_mc,schema_version,mode,touch,page_size,pages,run_index,op_count,setup_elapsed_ns,setup_minor_faults_delta,elapsed_ns,timed_minor_faults_delta,cpu_before,cpu_after,status
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,0,1,41463,0,10539,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,1,1,13143,0,2645,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,2,1,20345,0,2767,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,3,1,12859,0,2442,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,4,1,10701,0,2605,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,5,1,10091,0,2441,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,6,1,11922,0,2360,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,7,1,9440,0,2482,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,8,1,9929,0,2482,0,4,4,ok
1,1,protected,4,648000,1795000,37000,37000,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29212|disp_therm=29279|north_therm=29524|soc_therm=31950|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29293|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=33000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30748|charging_therm=32195|,BIG=35000|MID=36000|usb_pwr_therm=29257|btmspkr_therm=29235|disp_therm=29279|north_therm=29524|soc_therm=32039|battery=29300|battery_cycle=5|dc-mains=32500|usbc-therm-adc=325|max77779fg=29300|LITTLE=35000|soc=9|smpl_gm=0|vdroop1=0|batoilo=0|batoilo2=0|batt_vs=29294|mdis_morepower=0|thb_hda=51|cp_on_chip_0=36000|cp_on_chip_1=37000|G3D=34000|cp_on_chip_2=37000|cp_on_chip_3=35000|cp_on_chip_4=35000|rf2_therm=33000|rf1_therm=34000|ISP=34000|TPU=34000|AUR=34000|rfpa_therm=30325|quiet_therm=30793|charging_therm=32240|,ok,39000,37000,0,37000,1,batched,untouched,4096,256,9,1,9562,0,2523,0,4,4,ok
