Linux 6.6.30+ (kylin) 	2026年07月15日 	_aarch64_	(8 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分09秒   999    119228    5.00    0.00    0.00    0.00    5.00     1    238.00      0.00 2672480  120512   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分10秒   999    119228   68.00   17.00    0.00    0.00   85.00     1    103.00      0.00 2672992  120640   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分11秒   999    119228   42.00   11.00    0.00    0.00   53.00     1      0.00      0.00 2671528  120208   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分12秒   999    119228   44.00   10.00    0.00    0.00   54.00     1      1.00      0.00 2671528  120208   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分13秒   999    119228   43.00   11.00    0.00    0.00   54.00     1      0.00      0.00 2671528  120208   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分14秒   999    119228   40.00   14.00    0.00    0.00   54.00     1     41.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分15秒   999    119228   43.00   12.00    0.00    0.00   55.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分16秒   999    119228   43.00   10.00    0.00    0.00   53.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分17秒   999    119228   44.00   10.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分18秒   999    119228   43.00   11.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分19秒   999    119228   45.00    9.00    0.00    0.00   54.00     1     14.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分20秒   999    119228   39.00   15.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分21秒   999    119228   41.00   13.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分22秒   999    119228   42.00   12.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分23秒   999    119228   45.00    9.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分24秒   999    119228   43.00   12.00    0.00    0.00   55.00     1     14.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06时58分25秒   999    119228   39.00   15.00    0.00    0.00   54.00     1      0.00      0.00 2671016  119812   0.37  beam.smp

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
